boiler,supply_gas,gas_balance
0.659694117647059,-0.0,0.0
0.6784,-0.0,0.0
0.6409882352941177,-0.0,0.0
0.6085647058823529,-0.0,0.0
0.5998352941176471,-0.0,0.0
2.974235294117647,-0.0,0.0
1.0200941176470588,-0.0,0.0
31.176470588235297,-0.0,0.0
31.176470588235297,-0.0,0.0
31.176470588235297,-0.0,0.0
31.176470588235297,-0.0,0.0
31.176470588235297,-0.0,0.0
31.176470588235297,-0.0,0.0
31.176470588235297,-0.0,0.0
31.176470588235297,-0.0,0.0
31.176470588235297,-0.0,0.0
31.176470588235297,-0.0,0.0
31.176470588235297,-0.0,0.0
24.855129411764707,-0.0,0.0
26.457600000000003,-0.0,0.0
31.176470588235297,-0.0,0.0
30.605317647058826,-0.0,0.0
31.176470588235297,-0.0,0.0
3.2648,-0.0,0.0
0.6123058823529411,-0.0,0.0
0.5998352941176471,-0.0,0.0
0.5998352941176471,-0.0,0.0
0.5998352941176471,-0.0,0.0
0.5998352941176471,-0.0,0.0
2.6986352941176475,-0.0,0.0
8.234329411764707,-0.0,0.0
31.176470588235297,-0.0,0.0
31.176470588235297,-0.0,0.0
31.176470588235297,-0.0,0.0
30.23369411764706,-0.0,0.0
31.176470588235297,-0.0,0.0
31.176470588235297,-0.0,0.0
31.176470588235297,-0.0,0.0
31.176470588235297,-0.0,0.0
21.54169411764706,-0.0,0.0
31.176470588235297,-0.0,0.0
19.638682352941178,-0.0,0.0
31.176470588235297,-0.0,0.0
22.676517647058827,-0.0,0.0
20.906941176470593,-0.0,0.0
31.176470588235297,-0.0,0.0
31.176470588235297,-0.0,0.0
2.2147764705882356,-0.0,0.0
0.6160470588235294,-0.0,0.0
0.5998352941176471,-0.0,0.0
0.8243058823529413,-0.0,0.0
0.5998352941176471,-0.0,0.0
0.5998352941176471,-0.0,0.0
1.9528941176470591,-0.0,0.0
3.8471764705882356,-0.0,0.0
31.176470588235297,-0.0,0.0
31.176470588235297,-0.0,0.0
31.176470588235297,-0.0,0.0
31.176470588235297,-0.0,0.0
29.1076,-0.0,0.0
31.176470588235297,-0.0,0.0
23.342447058823534,-0.0,0.0
25.564705882352943,-0.0,0.0
21.041623529411766,-0.0,0.0
27.658517647058822,-0.0,0.0
31.176470588235297,-0.0,0.0
31.176470588235297,-0.0,0.0
31.176470588235297,-0.0,0.0
27.147223529411765,-0.0,0.0
31.176470588235297,-0.0,0.0
31.176470588235297,-0.0,0.0
1.8356705882352942,-0.0,0.0
0.6908705882352942,-0.0,0.0
0.7669411764705882,-0.0,0.0
0.5998352941176471,-0.0,0.0
0.6210352941176471,-0.0,0.0
0.6035764705882354,-0.0,0.0
9.616070588235296,-0.0,0.0
21.122682352941176,-0.0,0.0
31.176470588235297,-0.0,0.0
25.533529411764707,-0.0,0.0
31.176470588235297,-0.0,0.0
31.176470588235297,-0.0,0.0
23.68414117647059,-0.0,0.0
31.176470588235297,-0.0,0.0
22.20388235294118,-0.0,0.0
31.176470588235297,-0.0,0.0
31.176470588235297,-0.0,0.0
31.176470588235297,-0.0,0.0
31.176470588235297,-0.0,0.0
31.176470588235297,-0.0,0.0
30.913341176470595,-0.0,0.0
25.3976,-0.0,0.0
31.176470588235297,-0.0,0.0
31.176470588235297,-0.0,0.0
2.928094117647059,-0.0,0.0
0.6384941176470589,-0.0,0.0
0.5998352941176471,-0.0,0.0
0.5998352941176471,-0.0,0.0
0.6247764705882354,-0.0,0.0
0.5998352941176471,-0.0,0.0
2.678682352941177,-0.0,0.0
2.2621647058823533,-0.0,0.0
31.176470588235297,-0.0,0.0
31.176470588235297,-0.0,0.0
31.176470588235297,-0.0,0.0
27.9328705882353,-0.0,0.0
31.176470588235297,-0.0,0.0
31.176470588235297,-0.0,0.0
30.822305882352943,-0.0,0.0
24.883811764705886,-0.0,0.0
31.176470588235297,-0.0,0.0
31.176470588235297,-0.0,0.0
31.176470588235297,-0.0,0.0
31.176470588235297,-0.0,0.0
31.176470588235297,-0.0,0.0
22.903482352941175,-0.0,0.0
18.112282352941175,-0.0,0.0
31.176470588235297,-0.0,0.0
4.24,-0.0,0.0
0.6085647058823529,-0.0,0.0
0.9016235294117647,-0.0,0.0
0.5998352941176471,-0.0,0.0
0.5998352941176471,-0.0,0.0
3.7636235294117646,-0.0,0.0
6.091882352941177,-0.0,0.0
4.4208235294117655,-0.0,0.0
31.176470588235297,-0.0,0.0
31.176470588235297,-0.0,0.0
31.176470588235297,-0.0,0.0
31.176470588235297,-0.0,0.0
23.9984,-0.0,0.0
31.176470588235297,-0.0,0.0
31.176470588235297,-0.0,0.0
31.176470588235297,-0.0,0.0
31.176470588235297,-0.0,0.0
31.176470588235297,-0.0,0.0
31.176470588235297,-0.0,0.0
22.92592941176471,-0.0,0.0
31.176470588235297,-0.0,0.0
31.176470588235297,-0.0,0.0
31.176470588235297,-0.0,0.0
29.338305882352945,-0.0,0.0
3.0353411764705887,-0.0,0.0
0.6572,-0.0,0.0
0.6996000000000001,-0.0,0.0
0.5998352941176471,-0.0,0.0
0.5998352941176471,-0.0,0.0
0.5998352941176471,-0.0,0.0
2.678682352941177,-0.0,0.0
7.0995058823529416,-0.0,0.0
31.176470588235297,-0.0,0.0
31.176470588235297,-0.0,0.0
31.176470588235297,-0.0,0.0
31.176470588235297,-0.0,0.0
31.176470588235297,-0.0,0.0
31.176470588235297,-0.0,0.0
31.176470588235297,-0.0,0.0
31.176470588235297,-0.0,0.0
31.176470588235297,-0.0,0.0
31.176470588235297,-0.0,0.0
31.176470588235297,-0.0,0.0
29.10510588235294,-0.0,0.0
27.37294117647059,-0.0,0.0
31.176470588235297,-0.0,0.0
31.176470588235297,-0.0,0.0
31.176470588235297,-0.0,0.0
2.6599764705882354,-0.0,0.0
1.2582823529411764,-0.0,0.0
0.8330352941176472,-0.0,0.0
0.5998352941176471,-0.0,0.0
0.5998352941176471,-0.0,0.0
1.5887529411764707,-0.0,0.0
4.0778823529411765,-0.0,0.0
3.555364705882353,-0.0,0.0
31.176470588235297,-0.0,0.0
31.176470588235297,-0.0,0.0
31.176470588235297,-0.0,0.0
31.176470588235297,-0.0,0.0
31.176470588235297,-0.0,0.0
28.987882352941178,-0.0,0.0
31.176470588235297,-0.0,0.0
31.176470588235297,-0.0,0.0
31.176470588235297,-0.0,0.0
19.309458823529415,-0.0,0.0
31.176470588235297,-0.0,0.0
31.176470588235297,-0.0,0.0
31.176470588235297,-0.0,0.0
30.798611764705882,-0.0,0.0
31.176470588235297,-0.0,0.0
20.471717647058824,-0.0,0.0
3.5441411764705886,-0.0,0.0
0.8330352941176472,-0.0,0.0
0.5998352941176471,-0.0,0.0
1.2196235294117648,-0.0,0.0
0.5998352941176471,-0.0,0.0
0.5998352941176471,-0.0,0.0
2.9218588235294116,-0.0,0.0
1.601223529411765,-0.0,0.0
20.985505882352943,-0.0,0.0
31.176470588235297,-0.0,0.0
31.176470588235297,-0.0,0.0
22.58049411764706,-0.0,0.0
31.176470588235297,-0.0,0.0
31.176470588235297,-0.0,0.0
28.88063529411765,-0.0,0.0
31.176470588235297,-0.0,0.0
22.947129411764706,-0.0,0.0
31.176470588235297,-0.0,0.0
22.48945882352941,-0.0,0.0
31.176470588235297,-0.0,0.0
24.493482352941175,-0.0,0.0
14.593082352941178,-0.0,0.0
31.176470588235297,-0.0,0.0
31.176470588235297,-0.0,0.0
1.7758117647058824,-0.0,0.0
0.8417647058823531,-0.0,0.0
0.5998352941176471,-0.0,0.0
0.6210352941176471,-0.0,0.0
0.6035764705882354,-0.0,0.0
0.6210352941176471,-0.0,0.0
18.87174117647059,-0.0,0.0
19.735952941176475,-0.0,0.0
31.176470588235297,-0.0,0.0
31.176470588235297,-0.0,0.0
31.176470588235297,-0.0,0.0
18.97524705882353,-0.0,0.0
17.55734117647059,-0.0,0.0
22.923435294117652,-0.0,0.0
31.176470588235297,-0.0,0.0
31.176470588235297,-0.0,0.0
25.67195294117647,-0.0,0.0
25.986211764705885,-0.0,0.0
29.444305882352943,-0.0,0.0
31.176470588235297,-0.0,0.0
31.176470588235297,-0.0,0.0
31.176470588235297,-0.0,0.0
19.320682352941176,-0.0,0.0
31.176470588235297,-0.0,0.0
7.002235294117648,-0.0,0.0
1.1497882352941178,-0.0,0.0
0.7033411764705882,-0.0,0.0
0.6210352941176471,-0.0,0.0
0.6035764705882354,-0.0,0.0
3.2822588235294123,-0.0,0.0
10.157294117647059,-0.0,0.0
8.701976470588235,-0.0,0.0
31.176470588235297,-0.0,0.0
31.176470588235297,-0.0,0.0
31.176470588235297,-0.0,0.0
19.451623529411766,-0.0,0.0
