demand_heat,heat_pump,boiler,district_heating_industry
-2.409078689,2.409078689,0.0,0.0
0.0,0.0,0.0,0.0
-13.75,9.2,4.550000000000001,0.0
-27.39390274,9.2,15.8,2.3939027400000015
-36.11355083,9.2,15.8,11.113550830000001
-39.67412023,9.2,15.8,14.67412023
-60.20433772,9.2,15.8,35.20433772
-47.58319891,9.2,15.8,22.583198910000004
-42.42412023,9.2,15.8,17.424120229999996
-33.93929618,9.2,15.8,8.93929618
-43.23468963,9.2,15.8,18.234689630000002
-27.75745356,9.2,15.8,2.7574535599999983
-10.55298142,9.2,1.3529814200000008,0.0
-17.20447214,9.2,8.00447214,0.0
-12.04539344,9.2,2.8453934400000005,0.0
-40.95433772,9.2,15.8,15.954337719999998
-33.72710165,9.2,15.8,8.727101650000002
-19.27262951,9.2,10.072629510000002,0.0
-7.227236067,7.227236067,0.0,0.0
-19.27262951,9.2,10.072629510000002,0.0
-14.45447214,9.2,5.254472140000001,0.0
-2.409078689,2.409078689,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
-2.409078689,2.409078689,0.0,0.0
0.0,0.0,0.0,0.0
-20.0605694,9.2,10.8605694,0.0
-26.24241202,9.2,15.8,1.2424120199999997
-29.46206011,9.2,15.8,4.4620601099999995
-42.08319891,9.2,15.8,17.083198910000004
-50.22710165,9.2,15.8,25.227101650000005
-29.1211388,9.2,15.8,4.121138800000001
-44.4922776,9.2,15.8,19.492277600000005
-43.57561093,9.2,15.8,18.575610930000007
-22.36355082,9.2,13.163550820000001,0.0
-22.02262951,9.2,12.822629510000002,0.0
-17.20447214,9.2,8.00447214,0.0
-4.818157379,4.818157379,0.0,0.0
-14.45447214,9.2,5.254472140000001,0.0
-9.636314756,9.2,0.4363147560000016,0.0
-48.18157379,9.2,15.8,23.181573789999998
-24.09078689,9.2,14.890786890000001,0.0
-16.86355083,9.2,7.663550830000002,0.0
-7.227236067,7.227236067,0.0,0.0
0.0,0.0,0.0,0.0
-12.04539344,9.2,2.8453934400000005,0.0
0.0,0.0,0.0,0.0
-4.818157379,4.818157379,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
-9.166666667,9.166666667,0.0,0.0
-25.32574535,9.2,15.8,0.32574534999999827
-18.22723607,9.2,9.02723607,0.0
-49.31043498,9.2,15.8,24.310434979999993
-43.57561093,9.2,15.8,18.575610930000007
-30.95447214,9.2,15.8,5.95447214
-29.93170821,9.2,15.8,4.93170821
-31.18929618,9.2,15.8,6.1892961799999995
-26.49986558,9.2,15.8,1.4998655800000016
-36.47710165,9.2,15.8,11.477101650000002
-16.86355083,9.2,7.663550830000002,0.0
-22.59837487,9.2,13.398374870000001,0.0
-9.636314756,9.2,0.4363147560000016,0.0
-19.27262951,9.2,10.072629510000002,0.0
-26.49986558,9.2,15.8,1.4998655800000016
-12.04539344,9.2,2.8453934400000005,0.0
-14.45447214,9.2,5.254472140000001,0.0
-4.818157379,4.818157379,0.0,0.0
-4.818157379,4.818157379,0.0,0.0
-4.818157379,4.818157379,0.0,0.0
-7.227236067,7.227236067,0.0,0.0
-9.636314756,9.2,0.4363147560000016,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
-14.32574535,9.2,5.125745350000001,0.0
-21.65907869,9.2,12.459078690000002,0.0
-30.27262951,9.2,15.8,5.272629510000002
-32.10596285,9.2,15.8,7.105962849999997
-30.03780547,9.2,15.8,5.037805469999999
-49.6513563,9.2,15.8,24.6513563
-30.61355083,9.2,15.8,5.613550830000001
-43.46951367,9.2,15.8,18.469513669999994
-12.96206011,9.2,3.76206011,0.0
-22.02262951,9.2,12.822629510000002,0.0
-38.54525902,9.2,15.8,13.545259020000003
-2.409078689,2.409078689,0.0,0.0
-7.227236067,7.227236067,0.0,0.0
-31.31802296,9.2,15.8,6.31802296
-33.72710165,9.2,15.8,8.727101650000002
-36.13618034,9.2,15.8,11.136180340000003
-26.49986558,9.2,15.8,1.4998655800000016
-14.45447214,9.2,5.254472140000001,0.0
-2.409078689,2.409078689,0.0,0.0
-4.818157379,4.818157379,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
-2.409078689,2.409078689,0.0,0.0
0.0,0.0,0.0,0.0
-14.32574535,9.2,5.125745350000001,0.0
-16.5,9.2,7.300000000000001,0.0
-24.87872678,9.2,15.678726780000002,0.0
-47.13618034,9.2,15.8,22.136180340000006
-24.53780547,9.2,15.33780547,0.0
-21.89390274,9.2,12.693902740000002,0.0
-20.18929618,9.2,10.98929618,0.0
-23.51504154,9.2,14.31504154,0.0
-31.08319891,9.2,15.8,6.08319891
-16.86355083,9.2,7.663550830000002,0.0
-2.409078689,2.409078689,0.0,0.0
-7.227236067,7.227236067,0.0,0.0
-43.36341641,9.2,15.8,18.363416409999996
-19.27262951,9.2,10.072629510000002,0.0
-16.86355083,9.2,7.663550830000002,0.0
-24.09078689,9.2,14.890786890000001,0.0
-16.86355083,9.2,7.663550830000002,0.0
-21.68170821,9.2,12.48170821,0.0
-12.04539344,9.2,2.8453934400000005,0.0
-7.227236067,7.227236067,0.0,0.0
-7.227236067,7.227236067,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
-12.83333333,9.2,3.633333330000001,0.0
-12.83333333,9.2,3.633333330000001,0.0
-11.91666667,9.2,2.7166666700000004,0.0
-6.416666667,6.416666667,0.0,0.0
-0.916666667,0.916666667,0.0,0.0
-0.916666667,0.916666667,0.0,0.0
-1.833333333,1.833333333,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
-4.818157379,4.818157379,0.0,0.0
-2.409078689,2.409078689,0.0,0.0
-7.227236067,7.227236067,0.0,0.0
-28.90894427,9.2,15.8,3.908944269999999
-19.27262951,9.2,10.072629510000002,0.0
-21.68170821,9.2,12.48170821,0.0
-60.22696723,9.2,15.8,35.22696723
-28.90894427,9.2,15.8,3.908944269999999
-16.86355083,9.2,7.663550830000002,0.0
-50.59065248,9.2,15.8,25.59065248
-16.86355083,9.2,7.663550830000002,0.0
-9.636314756,9.2,0.4363147560000016,0.0
-16.86355083,9.2,7.663550830000002,0.0
-31.31802296,9.2,15.8,6.31802296
-45.77249509,9.2,15.8,20.772495090000003
-28.90894427,9.2,15.8,3.908944269999999
-14.45447214,9.2,5.254472140000001,0.0
-4.818157379,4.818157379,0.0,0.0
-2.409078689,2.409078689,0.0,0.0
-4.818157379,4.818157379,0.0,0.0
-2.409078689,2.409078689,0.0,0.0
-2.409078689,2.409078689,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
-2.409078689,2.409078689,0.0,0.0
-4.818157379,4.818157379,0.0,0.0
-14.45447214,9.2,5.254472140000001,0.0
-16.86355083,9.2,7.663550830000002,0.0
-14.45447214,9.2,5.254472140000001,0.0
-21.68170821,9.2,12.48170821,0.0
-24.09078689,9.2,14.890786890000001,0.0
-24.09078689,9.2,14.890786890000001,0.0
-38.54525902,9.2,15.8,13.545259020000003
-16.86355083,9.2,7.663550830000002,0.0
-16.86355083,9.2,7.663550830000002,0.0
-7.227236067,7.227236067,0.0,0.0
-9.636314756,9.2,0.4363147560000016,0.0
-38.54525902,9.2,15.8,13.545259020000003
-31.31802296,9.2,15.8,6.31802296
-12.04539344,9.2,2.8453934400000005,0.0
-14.45447214,9.2,5.254472140000001,0.0
-7.227236067,7.227236067,0.0,0.0
-14.45447214,9.2,5.254472140000001,0.0
-7.227236067,7.227236067,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
-2.409078689,2.409078689,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
-12.04539344,9.2,2.8453934400000005,0.0
-19.27262951,9.2,10.072629510000002,0.0
-26.49986558,9.2,15.8,1.4998655800000016
-43.36341641,9.2,15.8,18.363416409999996
-9.636314756,9.2,0.4363147560000016,0.0
-24.09078689,9.2,14.890786890000001,0.0
-21.68170821,9.2,12.48170821,0.0
-28.90894427,9.2,15.8,3.908944269999999
-9.636314756,9.2,0.4363147560000016,0.0
-14.45447214,9.2,5.254472140000001,0.0
-4.818157379,4.818157379,0.0,0.0
-26.49986558,9.2,15.8,1.4998655800000016
-36.13618034,9.2,15.8,11.136180340000003
-28.90894427,9.2,15.8,3.908944269999999
-14.45447214,9.2,5.254472140000001,0.0
-16.86355083,9.2,7.663550830000002,0.0
-7.227236067,7.227236067,0.0,0.0
-2.409078689,2.409078689,0.0,0.0
-2.409078689,2.409078689,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
-17.07574535,9.2,7.875745349999999,0.0
-19.25,9.2,10.05,0.0
-36.34837487,9.2,15.8,11.34837487
-41.50745356,9.2,15.8,16.50745356
-36.68929618,9.2,15.8,11.68929618
-25.21964809,9.2,15.8,0.21964808999999974
-55.04525902,9.2,15.8,30.04525902
-24.87872678,9.2,15.678726780000002,0.0
-41.4013563,9.2,15.8,16.4013563
-16.86355083,9.2,7.663550830000002,0.0
-5.734824046,5.734824046,0.0,0.0
-9.636314756,9.2,0.4363147560000016,0.0
-12.04539344,9.2,2.8453934400000005,0.0
-22.59837487,9.2,13.398374870000001,0.0
-22.59837487,9.2,13.398374870000001,0.0
-22.59837487,9.2,13.398374870000001,0.0
-12.04539344,9.2,2.8453934400000005,0.0
-12.04539344,9.2,2.8453934400000005,0.0
-12.04539344,9.2,2.8453934400000005,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
-4.818157379,4.818157379,0.0,0.0
-11.0,9.2,1.8000000000000007,0.0
-27.15907869,9.2,15.8,2.159078690000001
-33.36355083,9.2,15.8,8.363550830000001
-42.99986558,9.2,15.8,17.99986558
-35.19688416,9.2,15.8,10.196884160000003
-46.9013563,9.2,15.8,21.9013563
-25.45447214,9.2,15.8,0.45447214
-33.59837487,9.2,15.8,8.59837487
-15.71206011,9.2,6.51206011,0.0
-21.10596285,9.2,11.905962850000002,0.0
-17.78021749,9.2,8.580217489999999,0.0
-7.227236067,7.227236067,0.0,0.0
0.0,0.0,0.0,0.0
-38.54525902,9.2,15.8,13.545259020000003
-48.18157379,9.2,15.8,23.181573789999998
-29.82561093,9.2,15.8,4.82561093
-9.636314756,9.2,0.4363147560000016,0.0
-12.04539344,9.2,2.8453934400000005,0.0
-9.636314756,9.2,0.4363147560000016,0.0
0.0,0.0,0.0,0.0
-2.409078689,2.409078689,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
-9.166666667,9.166666667,0.0,0.0
-22.57574535,9.2,13.375745349999999,0.0
-52.29525902,9.2,15.8,27.29525902
-29.1211388,9.2,15.8,4.121138800000001
-27.86355082,9.2,15.8,2.8635508200000004
-36.92412023,9.2,15.8,11.92412023
-31.53021749,9.2,15.8,6.530217489999998
-22.36355082,9.2,13.163550820000001,0.0
-27.41653225,9.2,15.8,2.4165322499999995
-19.27262951,9.2,10.072629510000002,0.0
-16.86355083,9.2,7.663550830000002,0.0
-8.143902734,8.143902734,0.0,0.0
-4.818157379,4.818157379,0.0,0.0
-28.90894427,9.2,15.8,3.908944269999999
-38.54525902,9.2,15.8,13.545259020000003
-12.04539344,9.2,2.8453934400000005,0.0
-12.04539344,9.2,2.8453934400000005,0.0
-12.04539344,9.2,2.8453934400000005,0.0
-7.227236067,7.227236067,0.0,0.0
-9.636314756,9.2,0.4363147560000016,0.0
-4.818157379,4.818157379,0.0,0.0
0.0,0.0,0.0,0.0
-2.409078689,2.409078689,0.0,0.0
-2.409078689,2.409078689,0.0,0.0
-8.825745356,8.825745356,0.0,0.0
-18.33333333,9.2,9.13333333,0.0
-15.81815738,9.2,6.618157380000001,0.0
-42.99986558,9.2,15.8,17.99986558
-46.21951367,9.2,15.8,21.219513669999994
-14.45447214,9.2,5.254472140000001,0.0
-25.34837487,9.2,15.8,0.34837487000000067
-17.78021749,9.2,8.580217489999999,0.0
-28.90894427,9.2,15.8,3.908944269999999
-9.636314756,9.2,0.4363147560000016,0.0
-9.636314756,9.2,0.4363147560000016,0.0
-14.45447214,9.2,5.254472140000001,0.0
-12.04539344,9.2,2.8453934400000005,0.0
-19.27262951,9.2,10.072629510000002,0.0
-19.27262951,9.2,10.072629510000002,0.0
-28.90894427,9.2,15.8,3.908944269999999
-31.31802296,9.2,15.8,6.31802296
-14.45447214,9.2,5.254472140000001,0.0
-14.45447214,9.2,5.254472140000001,0.0
-2.409078689,2.409078689,0.0,0.0
-2.409078689,2.409078689,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
-2.409078689,2.409078689,0.0,0.0
-2.409078689,2.409078689,0.0,0.0
-4.818157379,4.818157379,0.0,0.0
-16.86355083,9.2,7.663550830000002,0.0
-28.90894427,9.2,15.8,3.908944269999999
-9.636314756,9.2,0.4363147560000016,0.0
-40.95433772,9.2,15.8,15.954337719999998
-21.68170821,9.2,12.48170821,0.0
-26.49986558,9.2,15.8,1.4998655800000016
-31.31802296,9.2,15.8,6.31802296
-24.09078689,9.2,14.890786890000001,0.0
-16.86355083,9.2,7.663550830000002,0.0
-7.227236067,7.227236067,0.0,0.0
-14.45447214,9.2,5.254472140000001,0.0
-24.09078689,9.2,14.890786890000001,0.0
-21.68170821,9.2,12.48170821,0.0
-43.36341641,9.2,15.8,18.363416409999996
-9.636314756,9.2,0.4363147560000016,0.0
-16.86355083,9.2,7.663550830000002,0.0
-4.818157379,4.818157379,0.0,0.0
-7.227236067,7.227236067,0.0,0.0
-7.227236067,7.227236067,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
-7.227236067,7.227236067,0.0,0.0
-19.27262951,9.2,10.072629510000002,0.0
-19.27262951,9.2,10.072629510000002,0.0
-28.90894427,9.2,15.8,3.908944269999999
-21.68170821,9.2,12.48170821,0.0
-28.90894427,9.2,15.8,3.908944269999999
-48.18157379,9.2,15.8,23.181573789999998
-9.636314756,9.2,0.4363147560000016,0.0
-20.53021749,9.2,11.330217489999999,0.0
-19.82574535,9.2,10.625745349999999,0.0
-34.74986558,9.2,15.8,9.749865579999998
-31.18929618,9.2,15.8,6.1892961799999995
-18.80298142,9.2,9.602981419999999,0.0
-46.79525902,9.2,15.8,21.79525902
-16.05298142,9.2,6.852981419999999,0.0
-14.45447214,9.2,5.254472140000001,0.0
-10.55298142,9.2,1.3529814200000008,0.0
-4.242412023,4.242412023,0.0,0.0
-3.325745356,3.325745356,0.0,0.0
-2.409078689,2.409078689,0.0,0.0
0.0,0.0,0.0,0.0
-2.409078689,2.409078689,0.0,0.0
-9.166666667,9.166666667,0.0,0.0
-16.15907869,9.2,6.959078690000002,0.0
-28.09837487,9.2,15.8,3.0983748700000007
-41.7422776,9.2,15.8,16.742277600000005
-41.01083199,9.2,15.8,16.01083199
-28.54539344,9.2,15.8,3.5453934400000016
-30.03780547,9.2,15.8,5.037805469999999
-32.10596285,9.2,15.8,7.105962849999997
-44.4922776,9.2,15.8,19.492277600000005
-43.81043498,9.2,15.8,18.810434979999993
-24.53780547,9.2,15.33780547,0.0
-24.53780547,9.2,15.33780547,0.0
-4.583333333,4.583333333,0.0,0.0
-23.6211388,9.2,14.421138800000001,0.0
-56.87859236,9.2,15.8,31.878592359999995
-33.83319891,9.2,15.8,8.83319891
-24.53780547,9.2,15.33780547,0.0
-37.96951367,9.2,15.8,12.969513669999998
-13.87872678,9.2,4.67872678,0.0
-1.833333333,1.833333333,0.0,0.0
-0.916666667,0.916666667,0.0,0.0
-2.409078689,2.409078689,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
-13.75,9.2,4.550000000000001,0.0
-25.32574535,9.2,15.8,0.32574534999999827
-47.2422776,9.2,15.8,22.242277600000005
-38.86355083,9.2,15.8,13.863550830000001
-28.54539344,9.2,15.8,3.5453934400000016
-46.9013563,9.2,15.8,21.9013563
-29.46206011,9.2,15.8,4.4620601099999995
-31.53021749,9.2,15.8,6.530217489999998
-33.93929618,9.2,15.8,8.93929618
-26.3711388,9.2,15.8,1.3711388000000007
-43.70433772,9.2,15.8,18.704337719999995
-19.61355083,9.2,10.413550830000002,0.0
-2.409078689,2.409078689,0.0,0.0
-9.636314756,9.2,0.4363147560000016,0.0
-21.68170821,9.2,12.48170821,0.0
-40.95433772,9.2,15.8,15.954337719999998
-27.41653225,9.2,15.8,2.4165322499999995
-18.12113881,9.2,8.921138810000002,0.0
-10.55298142,9.2,1.3529814200000008,0.0
-7.227236067,7.227236067,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
-2.409078689,2.409078689,0.0,0.0
-15.58333333,9.2,6.383333330000001,0.0
-29.90907869,9.2,15.8,4.909078690000001
-29.69688416,9.2,15.8,4.69688416
-48.73468963,9.2,15.8,23.734689630000002
-45.17412023,9.2,15.8,20.174120229999996
-35.77262951,9.2,15.8,10.772629510000002
-36.34837487,9.2,15.8,11.34837487
-44.4922776,9.2,15.8,19.492277600000005
-38.41653225,9.2,15.8,13.416532250000003
-30.7422776,9.2,15.8,5.742277600000001
-13.87872678,9.2,4.67872678,0.0
-5.734824046,5.734824046,0.0,0.0
-14.45447214,9.2,5.254472140000001,0.0
-24.09078689,9.2,14.890786890000001,0.0
-12.04539344,9.2,2.8453934400000005,0.0
-24.09078689,9.2,14.890786890000001,0.0
-19.27262951,9.2,10.072629510000002,0.0
-14.45447214,9.2,5.254472140000001,0.0
-16.86355083,9.2,7.663550830000002,0.0
-2.409078689,2.409078689,0.0,0.0
-2.409078689,2.409078689,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
-12.83333333,9.2,3.633333330000001,0.0
-24.40907869,9.2,15.209078690000002,0.0
-38.9922776,9.2,15.8,13.992277600000001
-64.44674974,9.2,15.8,39.44674974
-26.13631476,9.2,15.8,1.1363147600000012
-41.16653225,9.2,15.8,16.166532250000003
-39.90894427,9.2,15.8,14.90894427
-26.71206011,9.2,15.8,1.7120601099999995
-46.21951367,9.2,15.8,21.219513669999994
-26.49986558,9.2,15.8,1.4998655800000016
-16.28780547,9.2,7.087805469999999,0.0
-9.060569401,9.060569401,0.0,0.0
-7.227236067,7.227236067,0.0,0.0
-45.77249509,9.2,15.8,20.772495090000003
-7.227236067,7.227236067,0.0,0.0
-9.636314756,9.2,0.4363147560000016,0.0
-38.54525902,9.2,15.8,13.545259020000003
-16.28780547,9.2,7.087805469999999,0.0
-16.86355083,9.2,7.663550830000002,0.0
-2.409078689,2.409078689,0.0,0.0
-4.818157379,4.818157379,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
-2.409078689,2.409078689,0.0,0.0
-18.56815738,9.2,9.36815738,0.0
-30.14390274,9.2,15.8,5.1439027400000015
-36.92412023,9.2,15.8,11.92412023
-50.22710165,9.2,15.8,25.227101650000005
-45.06802296,9.2,15.8,20.068022960000004
-39.33319891,9.2,15.8,14.33319891
-49.88618034,9.2,15.8,24.886180340000006
-43.57561093,9.2,15.8,18.575610930000007
-28.78021749,9.2,15.8,3.7802174899999983
-16.87359563,9.2,7.673595630000001,0.0
-1.85342294,1.85342294,0.0,0.0
-0.936756274,0.936756274,0.0,0.0
-0.020089607,0.020089607,0.0,0.0
-0.020089607,0.020089607,0.0,0.0
-0.020089607,0.020089607,0.0,0.0
-0.020089607,0.020089607,0.0,0.0
-0.020089607,0.020089607,0.0,0.0
-0.020089607,0.020089607,0.0,0.0
-0.020089607,0.020089607,0.0,0.0
-0.020089607,0.020089607,0.0,0.0
-0.020089607,0.020089607,0.0,0.0
-0.020089607,0.020089607,0.0,0.0
-0.020089607,0.020089607,0.0,0.0
-0.020089607,0.020089607,0.0,0.0
-10.10342294,9.2,0.9034229400000005,0.0
-18.35342294,9.2,9.153422940000002,0.0
-11.0200896,9.2,1.820089600000001,0.0
-11.93675627,9.2,2.7367562700000008,0.0
-10.10342294,9.2,0.9034229400000005,0.0
-16.5200896,9.2,7.320089599999999,0.0
-14.68675627,9.2,5.486756270000001,0.0
-1.85342294,1.85342294,0.0,0.0
-1.85342294,1.85342294,0.0,0.0
-0.020089607,0.020089607,0.0,0.0
-0.020089607,0.020089607,0.0,0.0
-0.020089607,0.020089607,0.0,0.0
-0.020089607,0.020089607,0.0,0.0
-0.020089607,0.020089607,0.0,0.0
-0.020089607,0.020089607,0.0,0.0
-0.020089607,0.020089607,0.0,0.0
-0.020089607,0.020089607,0.0,0.0
-0.020089607,0.020089607,0.0,0.0
-0.020089607,0.020089607,0.0,0.0
-0.020089607,0.020089607,0.0,0.0
-0.020089607,0.020089607,0.0,0.0
-0.020089607,0.020089607,0.0,0.0
-0.020089607,0.020089607,0.0,0.0
-0.020089607,0.020089607,0.0,0.0
-7.35342294,7.35342294,0.0,0.0
-10.10342294,9.2,0.9034229400000005,0.0
-9.186756269,9.186756269,0.0,0.0
-10.10342294,9.2,0.9034229400000005,0.0
-7.35342294,7.35342294,0.0,0.0
-11.93675627,9.2,2.7367562700000008,0.0
-0.020089607,0.020089607,0.0,0.0
-2.770089607,2.770089607,0.0,0.0
-0.020089607,0.020089607,0.0,0.0
-0.020089607,0.020089607,0.0,0.0
-0.020089607,0.020089607,0.0,0.0
-0.020089607,0.020089607,0.0,0.0
-0.020089607,0.020089607,0.0,0.0
-0.020089607,0.020089607,0.0,0.0
-0.936756274,0.936756274,0.0,0.0
-0.020089607,0.020089607,0.0,0.0
-0.020089607,0.020089607,0.0,0.0
-0.020089607,0.020089607,0.0,0.0
-0.020089607,0.020089607,0.0,0.0
-0.020089607,0.020089607,0.0,0.0
-0.020089607,0.020089607,0.0,0.0
-0.020089607,0.020089607,0.0,0.0
-0.020089607,0.020089607,0.0,0.0
-0.020089607,0.020089607,0.0,0.0
-9.186756269,9.186756269,0.0,0.0
-20.18675627,9.2,10.98675627,0.0
-11.0200896,9.2,1.820089600000001,0.0
-11.93675627,9.2,2.7367562700000008,0.0
-10.10342294,9.2,0.9034229400000005,0.0
-13.7700896,9.2,4.570089600000001,0.0
-15.60342294,9.2,6.4034229400000005,0.0
-8.270089607,8.270089607,0.0,0.0
-11.93675627,9.2,2.7367562700000008,0.0
-9.186756269,9.186756269,0.0,0.0
-5.520089607,5.520089607,0.0,0.0
-5.520089607,5.520089607,0.0,0.0
-4.60342294,4.60342294,0.0,0.0
-7.35342294,7.35342294,0.0,0.0
-6.436756274,6.436756274,0.0,0.0
-4.60342294,4.60342294,0.0,0.0
-5.520089607,5.520089607,0.0,0.0
-0.936756274,0.936756274,0.0,0.0
-0.936756274,0.936756274,0.0,0.0
-0.936756274,0.936756274,0.0,0.0
-0.936756274,0.936756274,0.0,0.0
-0.936756274,0.936756274,0.0,0.0
-0.020089607,0.020089607,0.0,0.0
-0.020089607,0.020089607,0.0,0.0
-12.85342294,9.2,3.6534229400000005,0.0
-12.85342294,9.2,3.6534229400000005,0.0
-10.10342294,9.2,0.9034229400000005,0.0
-10.10342294,9.2,0.9034229400000005,0.0
-11.0200896,9.2,1.820089600000001,0.0
-13.7700896,9.2,4.570089600000001,0.0
-11.0200896,9.2,1.820089600000001,0.0
-9.186756269,9.186756269,0.0,0.0
-13.7700896,9.2,4.570089600000001,0.0
-11.93675627,9.2,2.7367562700000008,0.0
-11.93675627,9.2,2.7367562700000008,0.0
-11.0200896,9.2,1.820089600000001,0.0
-13.7700896,9.2,4.570089600000001,0.0
-7.35342294,7.35342294,0.0,0.0
-11.0200896,9.2,1.820089600000001,0.0
-6.436756274,6.436756274,0.0,0.0
-7.35342294,7.35342294,0.0,0.0
-0.020089607,0.020089607,0.0,0.0
-2.770089607,2.770089607,0.0,0.0
-0.936756274,0.936756274,0.0,0.0
-0.020089607,0.020089607,0.0,0.0
-0.020089607,0.020089607,0.0,0.0
-0.020089607,0.020089607,0.0,0.0
-0.020089607,0.020089607,0.0,0.0
-14.68675627,9.2,5.486756270000001,0.0
-24.7700896,9.2,15.5700896,0.0
-21.10342294,9.2,11.903422940000002,0.0
-17.43675627,9.2,8.23675627,0.0
-16.5200896,9.2,7.320089599999999,0.0
-19.2700896,9.2,10.0700896,0.0
-18.35342294,9.2,9.153422940000002,0.0
-14.68675627,9.2,5.486756270000001,0.0
-14.68675627,9.2,5.486756270000001,0.0
-16.74319472,9.2,7.5431947200000025,0.0
-31.18929618,9.2,15.8,6.1892961799999995
-22.12872678,9.2,12.928726780000002,0.0
-20.63631476,9.2,11.436314760000002,0.0
-41.7422776,9.2,15.8,16.742277600000005
-39.56802296,9.2,15.8,14.56802296
-23.6211388,9.2,14.421138800000001,0.0
-17.88631476,9.2,8.686314760000002,0.0
-24.43170821,9.2,15.23170821,0.0
-26.84078689,9.2,15.8,1.8407868900000004
-2.409078689,2.409078689,0.0,0.0
-2.409078689,2.409078689,0.0,0.0
-2.409078689,2.409078689,0.0,0.0
0.0,0.0,0.0,0.0
-0.916666667,0.916666667,0.0,0.0
-11.91666667,9.2,2.7166666700000004,0.0
-24.98482405,9.2,15.784824050000001,0.0
-25.21964809,9.2,15.8,0.21964808999999974
-43.91653225,9.2,15.8,18.91653225
-62.95433772,9.2,15.8,37.95433772
-40.59078689,9.2,15.8,15.590786889999997
-33.46964809,9.2,15.8,8.46964809
-43.57561093,9.2,15.8,18.575610930000007
-41.50745356,9.2,15.8,16.50745356
-30.61355083,9.2,15.8,5.613550830000001
-33.02262951,9.2,15.8,8.022629510000002
-30.61355083,9.2,15.8,5.613550830000001
-10.08333333,9.2,0.883333330000001,0.0
-15.81815738,9.2,6.618157380000001,0.0
-38.9922776,9.2,15.8,13.992277600000001
-34.51504154,9.2,15.8,9.515041539999999
-26.03021749,9.2,15.8,1.0302174899999983
-19.27262951,9.2,10.072629510000002,0.0
-17.20447214,9.2,8.00447214,0.0
-9.636314756,9.2,0.4363147560000016,0.0
-7.227236067,7.227236067,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
-0.916666667,0.916666667,0.0,0.0
-12.83333333,9.2,3.633333330000001,0.0
-22.0,9.2,12.8,0.0
-15.24241202,9.2,6.04241202,0.0
-32.10596285,9.2,15.8,7.105962849999997
-66.17398581,9.2,15.8,41.173985810000005
-47.81802296,9.2,15.8,22.818022960000004
-42.31802296,9.2,15.8,17.318022960000004
-40.82561093,9.2,15.8,15.825610930000003
-37.49986558,9.2,15.8,12.499865579999998
-41.7422776,9.2,15.8,16.742277600000005
-18.80298142,9.2,9.602981419999999,0.0
-13.40907869,9.2,4.20907869,0.0
-26.60596284,9.2,15.8,1.6059628400000001
-12.15149072,9.2,2.9514907200000007,0.0
-41.97710165,9.2,15.8,16.977101650000005
-23.6211388,9.2,14.421138800000001,0.0
-20.87113881,9.2,11.671138810000002,0.0
-10.55298142,9.2,1.3529814200000008,0.0
-7.227236067,7.227236067,0.0,0.0
-10.55298142,9.2,1.3529814200000008,0.0
-5.734824046,5.734824046,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
