demand_heat,heat_pump,boiler,district_heating_industry
-59.03021749,9.2,15.8,34.03021749
-64.76504153,9.2,15.8,39.765041530000005
-90.45433772,9.2,15.8,65.45433772
-49.05298142,9.2,15.8,24.052981420000005
-63.50745356,9.2,15.8,38.50745356
-19.95447214,9.2,10.75447214,0.0
-21.78780547,9.2,12.58780547,0.0
-0.916666667,0.916666667,0.0,0.0
-6.651490712,6.651490712,0.0,0.0
-1.833333333,1.833333333,0.0,0.0
-0.916666667,0.916666667,0.0,0.0
-4.818157379,4.818157379,0.0,0.0
-38.5,9.2,15.8,13.5
-97.76504155,9.2,15.8,72.76504155
-73.93170821,9.2,15.8,48.93170821
-81.49986558,9.2,15.8,56.499865580000005
-61.3105694,9.2,15.8,36.310569400000006
-66.70447214,9.2,15.8,41.70447213999999
-73.93170821,9.2,15.8,48.93170821
-67.85596285,9.2,15.8,42.85596285
-70.03021749,9.2,15.8,45.03021749
-64.87113881,9.2,15.8,39.871138810000005
-46.06815738,9.2,15.8,21.06815738
-65.78780547,9.2,15.8,40.787805469999995
-52.71964809,9.2,15.8,27.719648090000003
-81.73468963,9.2,15.8,56.734689630000005
-82.20433772,9.2,15.8,57.20433772
-62.12113881,9.2,15.8,37.121138810000005
-46.64390274,9.2,15.8,21.643902739999998
-13.64390274,9.2,4.44390274,0.0
-10.31815738,9.2,1.1181573800000013,0.0
-9.977236069,9.2,0.7772360690000006,0.0
-4.242412023,4.242412023,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
-4.818157379,4.818157379,0.0,0.0
-38.5,9.2,15.8,13.5
-99.02262948,9.2,15.8,74.02262948
-67.96206011,9.2,15.8,42.962060109999996
-78.51504154,9.2,15.8,53.51504154
-67.04539344,9.2,15.8,42.04539344
-67.38631476,9.2,15.8,42.386314760000005
-63.14390274,9.2,15.8,38.14390274
-60.73482405,9.2,15.8,35.73482405
-60.86355082,9.2,15.8,35.86355082
-65.44688416,9.2,15.8,40.446884159999996
-56.38631476,9.2,15.8,31.38631476
-57.64390274,9.2,15.8,32.64390274
-62.46206011,9.2,15.8,37.46206011000001
-55.23482405,9.2,15.8,30.234824049999997
-59.37113881,9.2,15.8,34.371138810000005
-61.78021749,9.2,15.8,36.78021749
-53.63631476,9.2,15.8,28.63631476
-33.59837487,9.2,15.8,8.59837487
-6.651490712,6.651490712,0.0,0.0
-9.060569401,9.060569401,0.0,0.0
-3.666666667,3.666666667,0.0,0.0
-4.242412023,4.242412023,0.0,0.0
-2.409078689,2.409078689,0.0,0.0
0.0,0.0,0.0,0.0
-40.90907869,9.2,15.8,15.909078690000001
-77.57574535,9.2,15.8,52.575745350000005
-74.61355082,9.2,15.8,49.61355082
-83.09837487,9.2,15.8,58.09837487
-85.7422776,9.2,15.8,60.742277599999994
-70.94688416,9.2,15.8,45.946884159999996
-60.96964809,9.2,15.8,35.96964809000001
-66.46964809,9.2,15.8,41.46964809000001
-72.33319891,9.2,15.8,47.33319890999999
-68.19688416,9.2,15.8,43.196884159999996
-54.78780547,9.2,15.8,29.787805470000006
-103.4163978,9.2,15.8,78.4163978
-59.13631476,9.2,15.8,34.136314760000005
-64.76504153,9.2,15.8,39.765041530000005
-82.6513563,9.2,15.8,57.6513563
-72.67412023,9.2,15.8,47.67412023
-69.11355082,9.2,15.8,44.11355082
-23.38631476,9.2,14.186314760000002,0.0
-12.72723607,9.2,3.5272360700000007,0.0
-4.242412023,4.242412023,0.0,0.0
-0.916666667,0.916666667,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
-39.99241202,9.2,15.8,14.992412020000003
-87.55298142,9.2,15.8,62.552981419999995
-77.36355082,9.2,15.8,52.36355082
-76.78780547,9.2,15.8,51.787805469999995
-89.64376832,9.2,15.8,64.64376832
-72.78021749,9.2,15.8,47.78021749
-71.86355082,9.2,15.8,46.86355082
-82.9922776,9.2,15.8,57.992277599999994
-83.56802296,9.2,15.8,58.56802295999999
-103.4163978,9.2,15.8,78.4163978
-55.23482405,9.2,15.8,30.234824049999997
-59.37113881,9.2,15.8,34.371138810000005
-60.39390274,9.2,15.8,35.39390274
-73.59078689,9.2,15.8,48.590786890000004
-59.60596285,9.2,15.8,34.60596285
-60.05298142,9.2,15.8,35.05298142000001
-60.28780547,9.2,15.8,35.28780547000001
-20.0605694,9.2,10.8605694,0.0
-10.31815738,9.2,1.1181573800000013,0.0
-0.916666667,0.916666667,0.0,0.0
-5.734824046,5.734824046,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
-61.78021749,9.2,15.8,36.78021749
-82.39390274,9.2,15.8,57.39390274
-82.52262951,9.2,15.8,57.52262951
-67.38631476,9.2,15.8,42.386314760000005
-74.71964809,9.2,15.8,49.71964809000001
-64.0605694,9.2,15.8,39.060569400000006
-60.39390274,9.2,15.8,35.39390274
-60.73482405,9.2,15.8,35.73482405
-85.16653225,9.2,15.8,60.16653225
-58.21964809,9.2,15.8,33.21964809000001
-63.37872678,9.2,15.8,38.37872678000001
-75.76504154,9.2,15.8,50.76504154
-67.62113881,9.2,15.8,42.621138810000005
-84.48468963,9.2,15.8,59.484689630000005
-90.79525902,9.2,15.8,65.79525902
-69.00745356,9.2,15.8,44.00745356
-64.87113881,9.2,15.8,39.871138810000005
-36.00745356,9.2,15.8,11.007453560000002
-4.242412023,4.242412023,0.0,0.0
-3.666666667,3.666666667,0.0,0.0
-4.242412023,4.242412023,0.0,0.0
-0.916666667,0.916666667,0.0,0.0
0.0,0.0,0.0,0.0
-6.651490712,6.651490712,0.0,0.0
-47.5605694,9.2,15.8,22.560569400000002
