demand_electricity,electricity_balance,pv,heat_pump,supply_grid_power
-0.0,-2.1733098796679373,0.0,-0.0,0.0
-0.0,-0.825232230333605,0.0,-0.0,0.0
-0.0,-0.2563170856641248,0.0,-0.0,0.0
-0.0,-1.0721985933327902,0.0,-0.0,0.0
-0.0,1.4508755429977596,0.0,-0.0,0.0
-0.0,-0.13915231433334307,0.0,-0.0,0.0
-0.0,-2.136746626329036,0.0,-0.0,0.0
-0.0,-1.7133715326639796,0.0,-0.12864000000000012,0.0
-0.0,-3.157500000005734,0.0,-1.638820000000001,0.0
-0.0,-3.523333333332644,0.0,-1.6508799999999992,0.0
-0.0,-3.307666666667501,0.0,-0.0,0.0
-0.0,-7.367416666669305,0.0,-7.88925,0.0
-0.0,-6.2409999999945285,0.0,-0.0,0.0
-0.0,-4.726666666669189,0.0,-0.0,0.0
-0.0,-5.51866666667047,0.0,-0.0,0.0
-0.0,-3.9680000000007567,0.0,-0.0,0.0
-0.0,-2.6739999999954307,0.0,-0.0,0.0
-0.0,-1.340666666674224,0.0,-0.0,0.0
-0.0,-1.247333333329152,0.0,-0.0,0.0
-0.0,-1.0156666666662204,0.0,-0.0,0.0
-0.0,-1.097666666668374,0.0,-0.0,0.0
-0.0,-1.2243333333281043,0.0,-0.0,0.0
-0.0,-1.2289999999993597,0.0,-0.0,0.0
-0.0,-4.220083333336747,0.0,-5.761329999999998,0.0
-0.0,-12.079498458333898,0.0,-28.140670000000004,0.0
-0.0,-0.5723094296723612,0.0,-0.0,0.0
-0.0,-2.942447125662146,0.0,-0.0,0.0
-0.0,-4.163481559663048,0.0,-1.0599400000000005,0.0
-0.0,-8.188973208668983,0.0,-21.09562,0.0
-0.0,-4.677393828661594,0.0,-12.157820000000001,0.0
-0.0,-0.1923106836680244,0.0,-0.3872599999999996,0.0
-0.0,-15.38720445866945,0.0,-36.75955,0.0
-0.0,-1.8483333333315386,0.0,-0.0,0.0
-0.0,-2.9693333333379996,0.0,-0.0,0.0
-0.0,-3.2150000000001455,0.0,-0.0,0.0
-0.0,-6.992999999998574,0.0,-0.0,0.0
-0.0,-4.328666666668141,0.0,-0.0,0.0
-0.0,-4.1353333333281626,0.0,-0.0,0.0
-0.0,-10.220333333331945,0.0,-15.731599999999998,0.0
-0.0,-3.615666666668403,0.0,-0.0,0.0
