demand_heat,heat_balance,boiler,heat_pump,district_heating_industry
-0.0,0.0,0.1,0.011656000000000007,0.0
-0.0,0.0,0.1,0.05694399999999999,0.0
-0.0,0.0,0.1,0.026452,0.0
-0.0,0.0,0.1,0.014212000000000004,0.0
-0.0,0.0,0.09915600000000001,0.0,0.0
-0.0,0.0,0.081464,0.0,0.0
-0.0,0.0,0.1,0.028515999999999993,0.0
-0.0,0.0,0.1,0.035392,0.0
-0.0,0.0,0.009392,0.0,0.0
-0.0,0.0,0.002048,0.0,0.0
-0.0,0.0,0.001924,0.0,0.0
-0.0,0.0,0.001924,0.0,0.0
-0.0,0.0,0.002004,0.0,0.0
-0.0,0.0,0.001924,0.0,0.0
-0.0,0.0,0.008592,0.0,0.0
-0.0,0.0,0.007256,0.0,0.0
