demand_electricity,pv,delta_battery,heat_pump,import,export_pv
-1.90725,0.0,0.0,-2.3,4.20725,0.0
-2.07975,2.51175,-0.43200000000000005,-2.3,2.3,0.0
-2.476125,5.763,-3.286875,-2.3,2.3,0.0
-3.389625,3.389625,-0.17001388888888888,-2.3,0.0,4.387874999999999
-4.4655,4.4655,0.0,-2.3,0.0,4.332
-5.025,5.025,0.0,-2.3,0.0,4.040249999999999
-7.092,8.27475,0.0,-2.3,1.11725,0.0
-10.7085,6.69375,3.15,-2.3,3.1647500000000006,0.0
-7.14525,3.86325,0.0,-2.3,5.582,0.0
-8.4345,0.22949999999999995,0.0,-2.3,10.504999999999999,0.0
-5.072625,0.0,0.0,-2.3,7.372625,0.0
-4.76175,0.0,0.0,-2.3,7.06175,0.0
-6.853125,0.0,0.0,-2.3,9.153125,0.0
-7.75275,0.0,0.0,-2.3,10.05275,0.0
-8.229,0.0,0.0,-2.3,10.529,0.0
-7.3215,0.0,0.0,-2.3,9.621500000000001,0.0
-4.9155,0.0,0.0,-2.3,7.2155,0.0
-4.49325,0.0,0.0,-2.228298287,6.721548286999999,0.0
-3.39,0.0,0.0,-2.3,5.6899999999999995,0.0
-2.4375,0.0,0.0,-0.1875,2.625,0.0
-2.00625,0.0,0.0,-0.8677660955,2.8740160955,0.0
-2.09625,0.0,0.0,-0.0,2.09625,0.0
-1.6395,0.0,0.0,-1.17303219125,2.81253219125,0.0
-1.8555,0.0,0.0,-0.6802660955,2.5357660954999997,0.0
-1.78425,0.0,0.0,-2.3,4.08425,0.0
-2.12475,2.33325,-0.20849999999999985,-2.3,2.3,0.0
-3.0525,5.59725,-2.54475,-2.3,2.3,0.0
-4.05,7.3439999999999985,-1.1356388888888889,-2.3,0.14163888888888998,0.0
-5.27025,5.27025,0.0,-2.3,0.0,3.0300000000000002
-4.218,4.218,0.0,-2.3,0.0,4.2735
-9.86625,6.999750000000001,2.8665000000000003,-2.3,2.3,0.0
-8.57025,5.036250000000001,0.2835,-2.3,5.550499999999999,0.0
-6.40125,1.56825,0.0,-2.3,7.133,0.0
-6.4125,0.08925,0.0,-2.3,8.623249999999999,0.0
-4.34925,0.0,0.0,-2.3,6.649249999999999,0.0
-5.95425,0.0,0.0,-2.3,8.254249999999999,0.0
-5.958,0.0,0.0,-2.3,8.258,0.0
-7.8795,0.0,0.0,-2.3,10.1795,0.0
-7.473,0.0,0.0,-2.3,9.773,0.0
-6.20475,0.0,0.0,-2.3,8.50475,0.0
-5.61525,0.0,0.0,-2.3,7.9152499999999995,0.0
-4.5,0.0,0.0,-2.3,6.8,0.0
-3.57525,0.0,0.0,-2.3,5.875249999999999,0.0
-2.2365,0.0,0.0,-0.375,2.6115,0.0
-1.8675,0.0,0.0,-0.0,1.8674999999999997,0.0
-1.7085,0.0,0.0,-0.0,1.7085,0.0
-1.55175,0.0,0.0,-0.0,1.55175,0.0
-1.695,0.0,0.0,-0.0,1.695,0.0
-1.71975,0.0,0.0,-2.3,4.01975,0.0
-2.5635,0.9689999999999999,0.0,-2.3,3.8945,0.0
-3.70875,2.8815,0.0,-2.3,3.12725,0.0
-3.25575,5.4315,-2.17575,-2.3,2.3,0.0
-4.836,7.0635,-1.713138888888889,-2.3,1.7856388888888883,0.0
-5.45325,5.45325,0.0,-2.3,0.0,2.5919999999999996
-6.07425,7.9559999999999995,0.0,-2.3,0.4182500000000009,0.0
-8.26275,6.451499999999999,1.811250000000001,-2.3,2.3,0.0
-6.06375,3.7485,1.338749999999999,-2.3,3.2765000000000004,0.0
-5.7675,0.29324999999999996,0.0,-2.3,7.77425,0.0
-4.7925,0.0,0.0,-2.3,7.0925,0.0
-5.175,0.0,0.0,-2.3,7.475,0.0
-6.498,0.0,0.0,-2.3,8.798,0.0
-7.86075,0.0,0.0,-2.3,10.16075,0.0
-6.90825,0.0,0.0,-2.3,9.20825,0.0
-6.59325,0.0,0.0,-2.3,8.89325,0.0
-5.2845,0.0,0.0,-2.3,7.5845,0.0
-3.9945,0.0,0.0,-2.3,6.2945,0.0
-3.564,0.0,0.0,-2.3,5.864,0.0
-2.4585,0.0,0.0,-2.3,4.7585,0.0
-2.9835,0.0,0.0,-0.0,2.9835,0.0
-1.8405,0.0,0.0,-0.1875,2.028,0.0
-1.653,0.0,0.0,-0.0,1.653,0.0
-1.6785,0.0,0.0,-0.0,1.6785,0.0
-1.629,0.0,0.0,-2.3,3.929,0.0
-3.6585,2.56275,0.0,-2.3,3.39575,0.0
-3.081,5.712,-2.631,-2.3,2.3,0.0
-3.29025,3.29025,-1.2578888888888893,-2.3,0.0,4.334249999999999
-4.665,4.665,0.0,-2.3,0.0,3.9285000000000005
-6.12,6.12,0.0,-2.3,0.0,2.626500000000001
-9.7365,8.121749999999999,1.6147500000000006,-2.3,2.3,0.0
-11.754,6.56625,1.5352499999999993,-2.3,5.952500000000001,0.0
-7.62,3.8759999999999994,0.0,-2.3,6.0440000000000005,0.0
-6.828,0.33149999999999996,0.0,-2.3,8.7965,0.0
-4.425,0.0,0.0,-2.3,6.725,0.0
-4.13475,0.0,0.0,-2.3,6.43475,0.0
-5.517375,0.0,0.0,-2.3,7.817375,0.0
-9.355875,0.0,0.0,-2.3,11.655874999999998,0.0
-6.3495,0.0,0.0,-2.3,8.6495,0.0
-6.00675,0.0,0.0,-2.3,8.306750000000001,0.0
-4.2945,0.0,0.0,-2.3,6.5945,0.0
-4.564875,0.0,0.0,-2.3,6.864875,0.0
-3.827625,0.0,0.0,-2.3,6.127625,0.0
-3.03375,0.0,0.0,-0.1875,3.22125,0.0
-1.8765,0.0,0.0,-1.36053219125,3.23703219125,0.0
-1.51275,0.0,0.0,-0.375,1.88775,0.0
-1.707,0.0,0.0,-0.1875,1.8945,0.0
-1.503,0.0,0.0,-0.98553219125,2.48853219125,0.0
-1.881,0.0,0.0,-2.3,4.181,0.0
-2.59125,2.448,0.0,-2.3,2.44325,0.0
-2.952,5.4315,-2.4795,-2.3,2.3,0.0
-4.10025,7.203749999999999,-1.4093888888888895,-2.3,0.6058888888888896,0.0
-4.87875,4.87875,0.0,-2.3,0.0,3.4597499999999997
-4.63425,4.63425,0.0,-2.3,0.0,3.9465000000000003
-4.82175,4.82175,0.0,-2.3,0.0,3.1087499999999997
-6.07275,6.33675,0.0,-2.3,2.035999999999999,0.0
-7.07325,3.5954999999999995,3.15,-2.3,2.62775,0.0
-5.07375,0.306,0.0,-2.3,7.06775,0.0
-3.9975,0.0,0.0,-2.3,6.297499999999999,0.0
-7.00575,0.0,0.0,-2.3,9.30575,0.0
-7.0965,0.0,0.0,-2.3,9.3965,0.0
-8.835,0.0,0.0,-2.3,11.135000000000002,0.0
-8.43,0.0,0.0,-2.3,10.73,0.0
-5.364,0.0,0.0,-2.3,7.664,0.0
-5.115,0.0,0.0,-2.3,7.415,0.0
-5.18025,0.0,0.0,-2.3,7.48025,0.0
-3.94275,0.0,0.0,-2.110532192,6.053282192,0.0
-2.1735,0.0,0.0,-2.040798287,4.214298287,0.0
-2.145,0.0,0.0,-0.8677660955,3.0127660955,0.0
-1.647,0.0,0.0,-0.0,1.647,0.0
-1.75725,0.0,0.0,-0.0,1.75725,0.0
-1.7355,0.0,0.0,-0.98553219125,2.72103219125,0.0
-1.4415,0.0,0.0,-2.3,3.7415,0.0
-2.49375,0.6375,0.0,-2.3,4.15625,0.0
-3.2025,3.264,-0.06149999999999976,-2.3,2.3,0.0
-4.462875,5.1255,-0.6626249999999994,-2.3,2.3,0.0
-4.282875,6.6555,-2.372625,-2.3,2.3,0.0
-4.50675,5.814,-0.7921388888888892,-2.3,1.7848888888888892,0.0
-6.34725,4.641,1.7062499999999998,-2.3,2.3,0.0
-9.009,4.2330000000000005,1.4437500000000003,-2.3,5.632249999999999,0.0
-8.46225,2.6264999999999996,0.0,-2.3,8.135749999999998,0.0
-4.6605,0.1785,0.0,-2.3,6.782,0.0
-4.70025,0.0,0.0,-2.3,7.000249999999999,0.0
-6.057,0.0,0.0,-2.3,8.357,0.0
-8.3565,0.0,0.0,-2.3,10.656500000000001,0.0
-9.78,0.0,0.0,-2.3,12.079999999999998,0.0
-7.45575,0.0,0.0,-2.3,9.755749999999999,0.0
-7.22775,0.0,0.0,-2.3,9.527750000000001,0.0
-5.703,0.0,0.0,-2.3,8.003,0.0
-3.75225,0.0,0.0,-2.3,6.05225,0.0
-3.34725,0.0,0.0,-1.36053219125,4.70778219125,0.0
-2.72625,0.0,0.0,-1.8532982865,4.5795482865,0.0
-1.71225,0.0,0.0,-0.75,2.46225,0.0
-1.698375,0.0,0.0,-0.8677660955,2.5661410955,0.0
-1.485375,0.0,0.0,-0.4927660955,1.9781410954999998,0.0
-1.62225,0.0,0.0,-0.0,1.62225,0.0
-1.572,0.0,0.0,-2.3,3.872,0.0
-2.022,1.23675,0.0,-2.3,3.0852499999999994,0.0
-3.1785,2.6519999999999997,0.0,-2.3,2.8265000000000002,0.0
-4.40775,3.78675,0.0,-2.3,2.921,0.0
-4.65375,4.75575,-0.10200000000000035,-2.3,2.3,0.0
-5.75175,4.717499999999999,0.08262000000000029,-2.3,3.2516300000000005,0.0
-6.6045,4.60275,0.0,-2.3,4.301749999999999,0.0
-8.55,3.3150000000000004,0.0,-2.3,7.535,0.0
-6.49875,1.0454999999999999,0.0,-2.3,7.75325,0.0
-7.05975,0.0255,0.0,-2.3,9.33425,0.0
-5.37375,0.0,0.0,-2.3,7.67375,0.0
-4.6605,0.0,0.0,-2.3,6.9605,0.0
-4.50375,0.0,0.0,-2.3,6.80375,0.0
-7.17375,0.0,0.0,-2.3,9.473749999999999,0.0
-8.69175,0.0,0.0,-2.3,10.99175,0.0
-5.343,0.0,0.0,-2.3,7.643,0.0
-4.14975,0.0,0.0,-2.3,6.44975,0.0
-3.78225,0.0,0.0,-2.3,6.08225,0.0
-3.55275,0.0,0.0,-2.3,5.85275,0.0
-3.229125,0.0,0.0,-0.8677660955,4.0968910955,0.0
-1.825875,0.0,0.0,-0.1875,2.013375,0.0
-1.99725,0.0,0.0,-0.0,1.9972500000000002,0.0
-1.5645,0.0,0.0,-0.0,1.5645,0.0
-1.695,0.0,0.0,-0.0,1.695,0.0
-1.58625,0.0,0.0,-2.3,3.8862499999999995,0.0
-2.943,3.0345,-0.09149999999999991,-2.3,2.3,0.0
-3.1695,6.170999999999999,-3.001499999999999,-2.3,2.3,0.0
-2.793,2.793,-0.7958888888888898,-2.3,0.0,5.239499999999999
-5.2305,5.2305,0.0,-2.3,0.0,3.7582499999999994
-6.1545,6.1545,0.0,-2.3,0.0,2.9234999999999998
-9.457125,8.3385,1.1186249999999998,-2.3,2.3,0.0
-11.074875,6.69375,2.0313750000000006,-2.3,4.649750000000001,0.0
-8.03175,3.86325,0.0,-2.3,6.468500000000001,0.0
-4.76325,0.357,0.0,-2.3,6.70625,0.0
-3.6795,0.0,0.0,-2.3,5.9795,0.0
-5.04075,0.0,0.0,-2.3,7.34075,0.0
-6.018,0.0,0.0,-2.3,8.318,0.0
-6.255,0.0,0.0,-2.3,8.555,0.0
-8.2695,0.0,0.0,-2.3,10.569500000000001,0.0
-6.7065,0.0,0.0,-2.3,9.006499999999999,0.0
-5.54475,0.0,0.0,-2.3,7.8447499999999994,0.0
-4.047,0.0,0.0,-2.3,6.3469999999999995,0.0
-3.2655,0.0,0.0,-2.110532192,5.376032192,0.0
-2.6355,0.0,0.0,-0.1875,2.823,0.0
-2.283,0.0,0.0,-1.17303219125,3.45603219125,0.0
-1.5285,0.0,0.0,-0.0,1.5285,0.0
-1.71225,0.0,0.0,-0.0,1.71225,0.0
-1.58625,0.0,0.0,-0.0,1.58625,0.0
-1.6635,0.0,0.0,-2.3,3.9635,0.0
-2.53125,3.53175,-1.0005000000000002,-2.3,2.3,0.0
-5.45625,6.7065,-1.2502500000000003,-2.3,2.3,0.0
-4.45875,4.45875,-1.6381388888888881,-2.3,0.0,4.147499999999999
-3.857625,3.857625,0.0,-2.3,0.0,5.692124999999999
-4.612125,4.612125,0.0,-2.3,0.0,5.014124999999999
-5.08425,5.08425,0.0,-2.3,0.0,3.8024999999999993
-6.78825,7.241999999999999,0.0,-2.3,1.8462500000000004,0.0
-7.51725,4.24575,3.15,-2.3,2.421499999999999,0.0
-6.47325,0.255,0.0,-2.3,8.51825,0.0
-5.48175,0.0,0.0,-2.3,7.78175,0.0
-6.183,0.0,0.0,-2.3,8.483,0.0
-7.15575,0.0,0.0,-2.3,9.45575,0.0
-7.746,0.0,0.0,-2.3,10.046,0.0
-7.596375,0.0,0.0,-2.3,9.896374999999999,0.0
-6.852375,0.0,0.0,-2.3,9.152375,0.0
-4.158,0.0,0.0,-2.3,6.458,0.0
-4.6185,0.0,0.0,-2.3,6.9185,0.0
-2.73975,0.0,0.0,-0.8677660955,3.6075160955,0.0
-2.1045,0.0,0.0,-0.75,2.8545,0.0
-1.758,0.0,0.0,-0.8677660955,2.6257660955,0.0
-1.647,0.0,0.0,-0.1875,1.8345,0.0
-1.65075,0.0,0.0,-0.0,1.65075,0.0
-1.7295,0.0,0.0,-1.36053219125,3.0900321912499997,0.0
-1.824,0.0,0.0,-2.3,4.1240000000000006,0.0
-2.436,1.4024999999999999,0.0,-2.3,3.3335,0.0
-3.27825,3.9142499999999996,-0.6359999999999996,-2.3,2.3,0.0
-3.93825,5.6354999999999995,-1.6972499999999993,-2.3,2.3,0.0
-4.49475,6.846749999999999,-1.5556388888888901,-2.3,1.5036388888888905,0.0
-5.54775,7.382249999999999,0.0,-2.3,0.46550000000000025,0.0
-6.72075,7.10175,0.0,-2.3,1.9189999999999996,0.0
-7.557,5.9415000000000004,1.6155,-2.3,2.3,0.0
-6.3885,3.53175,1.5345000000000002,-2.3,3.6222499999999993,0.0
-5.09925,0.28049999999999997,0.0,-2.3,7.1187499999999995,0.0
-4.8825,0.0,0.0,-2.3,7.1825,0.0
-6.012,0.0,0.0,-2.3,8.312,0.0
-6.22725,0.0,0.0,-2.3,8.527249999999999,0.0
-5.92125,0.0,0.0,-2.3,8.22125,0.0
-6.8655,0.0,0.0,-2.3,9.1655,0.0
-6.49875,0.0,0.0,-2.3,8.79875,0.0
-4.49025,0.0,0.0,-2.3,6.7902499999999995,0.0
-5.60325,0.0,0.0,-2.3,7.90325,0.0
-3.78975,0.0,0.0,-1.8052660955,5.5950160955,0.0
-1.965,0.0,0.0,-1.36053219125,3.32553219125,0.0
-1.7775,0.0,0.0,-0.1875,1.965,0.0
-1.5795,0.0,0.0,-0.1875,1.767,0.0
-1.503,0.0,0.0,-0.0,1.503,0.0
-1.67475,0.0,0.0,-0.0,1.67475,0.0
-1.8705,0.0,0.0,-2.3,4.1705,0.0
-2.48775,2.295,0.0,-2.3,2.49275,0.0
-2.63925,5.3549999999999995,-2.7157499999999994,-2.3,2.3,0.0
-3.675,7.1145000000000005,-1.1731388888888894,-2.3,0.03363888888888811,0.0
-3.0945,3.0945,0.0,-2.3,0.0,4.121999999999998
-5.061,6.2475,0.0,-2.3,1.1135,0.0
-9.0825,3.4425000000000003,3.15,-2.3,4.789999999999998,0.0
-8.77725,2.2184999999999997,0.0,-2.3,8.85875,0.0
-6.5415,1.071,0.0,-2.3,7.7705,0.0
-4.3875,0.06375,0.0,-2.3,6.62375,0.0
-5.3595,0.0,0.0,-2.3,7.6594999999999995,0.0
-5.514,0.0,0.0,-2.3,7.814,0.0
-5.19375,0.0,0.0,-2.3,7.4937499999999995,0.0
-7.23375,0.0,0.0,-2.3,9.53375,0.0
-6.67425,0.0,0.0,-2.3,8.97425,0.0
-6.97275,0.0,0.0,-2.3,9.272749999999998,0.0
-4.86375,0.0,0.0,-2.3,7.163749999999999,0.0
-3.41025,0.0,0.0,-2.3,5.71025,0.0
-3.087,0.0,0.0,-2.3,5.3870000000000005,0.0
-2.14575,0.0,0.0,-2.3,4.44575,0.0
-1.84725,0.0,0.0,-0.0,1.8472500000000003,0.0
-1.83825,0.0,0.0,-0.1875,2.02575,0.0
-1.69425,0.0,0.0,-0.0,1.69425,0.0
-1.813875,0.0,0.0,-0.98553219125,2.79940719125,0.0
-1.831875,0.0,0.0,-2.3,4.131875,0.0
-2.54175,1.734,0.0,-2.3,3.10775,0.0
-3.7695,4.22025,-0.45075000000000026,-2.3,2.3,0.0
-4.79775,6.0817499999999995,-1.2840000000000003,-2.3,2.3,0.0
-3.84225,6.97425,-2.154138888888889,-2.3,1.322138888888889,0.0
-3.95925,3.95925,0.0,-2.3,0.0,3.1425
-6.01125,6.477,0.0,-2.3,1.8342499999999997,0.0
-6.6795,5.16375,1.5157499999999995,-2.3,2.3,0.0
-7.27125,2.8049999999999997,1.6342500000000004,-2.3,5.132,0.0
-4.55625,0.33149999999999996,0.0,-2.3,6.52475,0.0
-4.11675,0.0,0.0,-2.3,6.4167499999999995,0.0
-4.26075,0.0,0.0,-2.3,6.56075,0.0
-7.08825,0.0,0.0,-2.3,9.38825,0.0
-7.92675,0.0,0.0,-2.3,10.22675,0.0
-7.62675,0.0,0.0,-2.3,9.92675,0.0
-6.48375,0.0,0.0,-2.3,8.78375,0.0
-5.66625,0.0,0.0,-2.3,7.96625,0.0
-5.64675,0.0,0.0,-2.25,7.89675,0.0
-3.90225,0.0,0.0,-2.3,6.202249999999999,0.0
-2.2965,0.0,0.0,-1.8532982865,4.1497982865,0.0
-1.779,0.0,0.0,-0.0,1.779,0.0
-1.8465,0.0,0.0,-0.375,2.2215,0.0
-1.731,0.0,0.0,-0.6802660955,2.4112660955000003,0.0
-2.1075,0.0,0.0,-0.4927660955,2.6002660955,0.0
-2.52675,0.0,0.0,-2.3,4.82675,0.0
-2.95275,2.71575,0.0,-2.3,2.537,0.0
-4.4835,5.661,-1.177499999999999,-2.3,2.3,0.0
-4.158,7.637249999999999,-2.7113888888888895,-2.3,1.5321388888888912,0.0
-4.77,4.77,0.0,-2.3,0.0,3.963750000000001
-4.401,4.401,0.0,-2.3,0.0,4.421999999999999
-6.31725,8.121749999999999,0.0,-2.3,0.4955000000000003,0.0
-8.8275,6.591749999999999,2.2357500000000012,-2.3,2.3,0.0
-6.81675,3.9015,0.9142499999999987,-2.3,4.301000000000001,0.0
-4.5165,0.5482499999999999,0.0,-2.3,6.26825,0.0
-5.6325,0.0,0.0,-2.3,7.9325,0.0
-5.0535,0.0,0.0,-2.3,7.3534999999999995,0.0
-5.4915,0.0,0.0,-2.3,7.7915,0.0
-8.60925,0.0,0.0,-2.3,10.90925,0.0
-8.215875,0.0,0.0,-2.3,10.515875000000001,0.0
-5.980125,0.0,0.0,-2.3,8.280125,0.0
-5.54175,0.0,0.0,-2.3,7.84175,0.0
-3.9045,0.0,0.0,-2.3,6.2044999999999995,0.0
-3.492,0.0,0.0,-1.73553219125,5.22753219125,0.0
-2.34075,0.0,0.0,-2.3,4.64075,0.0
-1.92825,0.0,0.0,-1.0552660955,2.9835160954999997,0.0
-1.67025,0.0,0.0,-0.0,1.67025,0.0
-1.47525,0.0,0.0,-0.375,1.85025,0.0
-1.69275,0.0,0.0,-0.0,1.69275,0.0
-1.7085,0.0,0.0,-2.3,4.0085,0.0
-2.325,3.17475,-0.8497499999999997,-2.3,2.3,0.0
-2.61975,6.311249999999999,-3.039138888888889,-2.3,1.6476388888888893,0.0
-4.89225,4.89225,0.0,-2.3,0.0,3.21675
-5.031,5.031,0.0,-2.3,0.0,4.00875
-6.015,6.015,0.0,-2.3,0.0,3.0119999999999996
-8.45325,8.363999999999999,0.08925000000000197,-2.3,2.3,0.0
-8.3265,6.744750000000001,1.5817499999999987,-2.3,2.3,0.0
-5.439,3.7102499999999994,1.4789999999999994,-2.3,2.5497500000000013,0.0
-8.50875,0.59925,0.0,-2.3,10.209499999999998,0.0
-6.64725,0.0,0.0,-2.3,8.94725,0.0
-5.0625,0.0,0.0,-2.3,7.3625,0.0
-6.552,0.0,0.0,-2.3,8.852,0.0
-8.172,0.0,0.0,-2.3,10.472000000000001,0.0
-8.6715,0.0,0.0,-2.3,10.971499999999999,0.0
-9.00525,0.0,0.0,-2.3,11.305250000000001,0.0
-4.65225,0.0,0.0,-2.3,6.95225,0.0
-4.01175,0.0,0.0,-2.3,6.31175,0.0
-3.3735,0.0,0.0,-2.3,5.6735,0.0
-2.352,0.0,0.0,-0.1875,2.5395,0.0
-1.89975,0.0,0.0,-1.17303219125,3.07278219125,0.0
-1.851,0.0,0.0,-0.4927660955,2.3437660955,0.0
-1.68375,0.0,0.0,-0.1875,1.87125,0.0
-1.7955,0.0,0.0,-0.4927660955,2.2882660955,0.0
-1.60875,0.0,0.0,-2.3,3.9087499999999995,0.0
-1.823625,0.80325,0.0,-2.3,3.320375,0.0
-2.7075,2.3587499999999997,0.0,-2.3,2.64875,0.0
-5.236125,3.8249999999999997,0.0,-2.3,3.7111250000000005,0.0
-5.589,6.119999999999999,-0.5309999999999987,-2.3,2.3,0.0
-6.60675,7.05075,-0.44399999999999995,-2.3,2.3,0.0
-7.2,6.51525,0.6847500000000002,-2.3,2.3,0.0
-10.83825,5.559,0.10499999999999883,-2.3,7.474250000000001,0.0
-6.1635,2.38425,0.0,-2.3,6.07925,0.0
-3.88125,0.255,0.0,-2.3,5.92625,0.0
-4.533,0.0,0.0,-2.3,6.833,0.0
-6.63675,0.0,0.0,-2.3,8.93675,0.0
-6.75375,0.0,0.0,-2.3,9.05375,0.0
-9.57675,0.0,0.0,-2.3,11.876750000000001,0.0
-7.63875,0.0,0.0,-2.3,9.938749999999999,0.0
-6.30675,0.0,0.0,-2.3,8.60675,0.0
-5.5575,0.0,0.0,-2.3,7.8575,0.0
-4.52475,0.0,0.0,-2.3,6.82475,0.0
-3.117,0.0,0.0,-2.110532192,5.227532192,0.0
-2.289,0.0,0.0,-1.8532982865,4.1422982865,0.0
-1.818,0.0,0.0,-0.4927660955,2.3107660955,0.0
-1.878375,0.0,0.0,-0.6802660955,2.5586410954999996,0.0
-1.720125,0.0,0.0,-0.375,2.095125,0.0
-1.79775,0.0,0.0,-0.0,1.79775,0.0
-2.07825,0.0,0.0,-2.3,4.3782499999999995,0.0
-2.4975,3.12375,-0.6262499999999998,-2.3,2.3,0.0
-3.54,6.311249999999999,-2.7712499999999993,-2.3,2.3,0.0
-3.7635,3.7635,-0.49138888888888943,-2.3,0.0,4.562249999999999
-3.33225,3.33225,0.0,-2.3,0.0,6.051749999999998
-4.59075,4.59075,0.0,-2.3,0.0,4.844249999999999
-4.99575,4.99575,0.0,-2.3,0.0,3.4320000000000013
-7.08825,6.528,0.5602500000000009,-2.3,2.3,0.0
-5.71725,3.3915,2.3257499999999998,-2.3,2.3,0.0
-5.32875,0.42075,0.26399999999999973,-2.3,6.944000000000001,0.0
-5.023125,0.0,0.0,-2.3,7.323125,0.0
-8.04525,0.0,0.0,-2.3,10.34525,0.0
-6.134625,0.0,0.0,-2.3,8.434625,0.0
-8.28525,0.0,0.0,-2.3,10.585249999999998,0.0
-8.45325,0.0,0.0,-2.3,10.753250000000001,0.0
-5.18475,0.0,0.0,-2.3,7.48475,0.0
-4.7025,0.0,0.0,-2.3,7.0024999999999995,0.0
-3.717,0.0,0.0,-2.3,6.0169999999999995,0.0
-2.9625,0.0,0.0,-2.3,5.262499999999999,0.0
-2.14575,0.0,0.0,-2.110532192,4.2562821920000005,0.0
-2.14425,0.0,0.0,-0.8677660955,3.0120160955,0.0
-1.83375,0.0,0.0,-0.1875,2.02125,0.0
-1.60575,0.0,0.0,-0.98553219125,2.59128219125,0.0
-1.94025,0.0,0.0,-0.1875,2.12775,0.0
-2.3235,0.0,0.0,-2.3,4.6235,0.0
-2.69925,0.8925,0.0,-2.3,4.10675,0.0
-3.65475,2.6264999999999996,0.0,-2.3,3.32825,0.0
-4.237875,4.258500000000001,-0.02062500000000078,-2.3,2.3,0.0
-3.144375,5.3805,-2.2361249999999995,-2.3,2.3,0.0
-5.38125,5.0235,0.3577499999999992,-2.3,2.3,0.0
-5.793,3.3915,1.4702175000000013,-2.3,3.231282499999999,0.0
-7.818,1.97625,0.0,-2.3,8.141749999999998,0.0
-7.782,0.9562499999999999,0.0,-2.3,9.12575,0.0
-4.63125,0.1275,0.0,-2.3,6.803749999999999,0.0
-4.281,0.0,0.0,-2.3,6.5809999999999995,0.0
-4.89675,0.0,0.0,-2.3,7.19675,0.0
-6.2775,0.0,0.0,-2.3,8.5775,0.0
-8.979,0.0,0.0,-2.3,11.279,0.0
-7.5555,0.0,0.0,-2.3,9.8555,0.0
