demand_heat,heat_balance,heat_pump,district_heating_industry,district_heating
-0.0,0.0,0.013884257528,0.0,-0.0
-0.0,0.0,0.007884257528,0.0,-0.0
0.0,0.0,0.0,0.0,-0.0
-0.0,0.0,0.0368,1.2611941631395707,-0.0
-0.0,0.0,0.0368,3.335984800110357,-0.0
-0.0,0.0,0.0368,3.255364031825025,-0.0
-0.0,0.0,0.0368,3.7826767456593218,-0.0
-0.0,0.0,0.0368,3.5352608096400004,-0.0
-0.0,0.0,0.0368,2.4423725335000004,-0.0
-0.0,0.0,0.0368,1.9121601039099998,-0.0
-0.0,0.0,0.0368,2.12366010391,-0.0
-0.0,0.0,0.0368,2.49908541,-0.0
-0.0,0.0,0.0368,2.7720166379528552,-0.0
-0.0,0.0,0.0368,2.493847041000001,-0.0
-0.0,0.0,0.0368,5.877794068757515,-0.0
-0.0,0.0,0.0368,3.0193229800028094,-0.0
-0.0,0.0,0.0368,2.9450672894456114,-0.0
-0.0,0.0,0.0368,3.4653730828582585,-0.0
-0.0,0.0,0.0368,2.755340765281973,-0.0
-0.0,0.0,0.0368,2.2973830584450994,-0.0
-0.0,0.0,0.0368,0.44508056641357796,-0.0
-0.0,0.0,0.0368,0.05344730914677052,-0.0
-0.0,0.0,0.013884257528,0.0,-0.0
-0.0,0.0,0.003,0.0,-0.0
0.0,0.0,0.0,0.0,-0.0
0.0,0.0,0.0,0.0,-0.0
0.0,0.0,0.0,0.0,-0.0
-0.0,0.0,0.0368,1.0810281189048,-0.0
-0.0,0.0,0.0368,3.369367099788799,-0.0
-0.0,0.0,0.0368,3.482618057419922,-0.0
-0.0,0.0,0.0368,3.4578824787464377,-0.0
-0.0,0.0,0.0368,3.6065342494234796,-0.0
-0.0,0.0,0.0368,2.5677199846799996,-0.0
-0.0,0.0,0.0368,2.4798725335,-0.0
-0.0,0.0,0.0368,2.9351386290000003,-0.0
-0.0,0.0,0.0368,3.041970147959729,-0.0
-0.0,0.0,0.0368,4.100757604353981,-0.0
-0.0,0.0,0.0368,2.3943047420879973,-0.0
-0.0,0.0,0.0368,2.9009343751465595,-0.0
-0.0,0.0,0.0368,2.7721978070419877,-0.0
-0.0,0.0,0.0368,3.250615529553073,-0.0
-0.0,0.0,0.0368,2.3164006200701404,-0.0
-0.0,0.0,0.0368,2.07671477198015,-0.0
-0.0,0.0,0.0368,1.9209692875483113,-0.0
-0.0,0.0,0.0368,0.3325729981444616,-0.0
-0.0,0.0,0.033768515072,0.0,-0.0
-0.0,0.0,0.003,0.0,-0.0
-0.0,0.0,0.018768515059999998,0.0,-0.0
0.0,0.0,0.0,0.0,-0.0
0.0,0.0,0.0,0.0,-0.0
0.0,0.0,0.0,0.0,-0.0
-0.0,0.0,0.0368,1.7182970951086065,-0.0
-0.0,0.0,0.0368,2.5543803621237124,-0.0
-0.0,0.0,0.0368,2.721283043506045,-0.0
-0.0,0.0,0.0368,2.2854272887674543,-0.0
-0.0,0.0,0.0368,2.2716885578593984,-0.0
-0.0,0.0,0.0368,1.8350495435105443,-0.0
-0.0,0.0,0.0368,1.6972899051080634,-0.0
-0.0,0.0,0.0368,1.663060319138424,-0.0
-0.0,0.0,0.0368,2.521801153460214,-0.0
-0.0,0.0,0.0368,1.711317216957,-0.0
-0.0,0.0,0.0368,2.075382744040915,-0.0
-0.0,0.0,0.0368,2.909291791475784,-0.0
-0.0,0.0,0.0368,2.5927733992002606,-0.0
-0.0,0.0,0.0368,3.346559931641523,-0.0
-0.0,0.0,0.0368,3.3778391751168,-0.0
-0.0,0.0,0.0368,2.2785882904417387,-0.0
-0.0,0.0,0.0368,1.9254401841549273,-0.0
-0.0,0.0,0.0368,0.7984045050022794,-0.0
-0.0,0.0,0.013884257528,0.0,-0.0
-0.0,0.0,0.012,0.0,-0.0
-0.0,0.0,0.013884257528,0.0,-0.0
-0.0,0.0,0.003,0.0,-0.0
0.0,0.0,0.0,0.0,-0.0
-0.0,0.0,0.02176851506,0.0,-0.0
-0.0,0.0,0.0368,1.165351435343,-0.0
-0.0,0.0,0.0368,2.4321148359507996,-0.0
-0.0,0.0,0.0368,2.2298969166174,-0.0
-0.0,0.0,0.0368,2.80746350668539,-0.0
-0.0,0.0,0.0368,1.9952964285003836,-0.0
-0.0,0.0,0.0368,1.9881093296072634,-0.0
-0.0,0.0,0.0368,2.109790093516794,-0.0
-0.0,0.0,0.0368,1.724635296256296,-0.0
-0.0,0.0,0.0368,1.5180396688200135,-0.0
-0.0,0.0,0.0368,2.7922989457755936,-0.0
-0.0,0.0,0.0368,2.295528715481067,-0.0
-0.0,0.0,0.0368,2.6340025565715313,-0.0
-0.0,0.0,0.0368,2.6048631573306498,-0.0
-0.0,0.0,0.0368,3.8957989573185934,-0.0
-0.0,0.0,0.0368,2.432232562627888,-0.0
-0.0,0.0,0.0368,2.331627757887947,-0.0
-0.0,0.0,0.0368,1.8770739715976656,-0.0
-0.0,0.0,0.0368,0.07874485193583441,-0.0
-0.0,0.0,0.028884257528,0.0,-0.0
-0.0,0.0,0.02176851506,0.0,-0.0
-0.0,0.0,0.003,0.0,-0.0
-0.0,0.0,0.003,0.0,-0.0
0.0,0.0,0.0,0.0,-0.0
0.0,0.0,0.0,0.0,-0.0
-0.0,0.0,0.0368,1.7202660955,-0.0
-0.0,0.0,0.0368,4.63528963044,0.23868791496000008
-0.0,0.0,0.0368,3.1820404931616397,-0.0
-0.0,0.0,0.0368,4.290976519928,-0.0
-0.0,0.0,0.0368,3.2681521394399997,-0.0
-0.0,0.0,0.0368,3.7153088445057003,-0.0
-0.0,0.0,0.0368,3.3615854115,-0.0
-0.0,0.0,0.0368,2.6422491741457,-0.0
-0.0,0.0,0.0368,4.19386947984,-0.0
-0.0,0.0,0.0368,3.1859385832586664,-0.0
-0.0,0.0,0.0368,3.037345017205965,-0.0
-0.0,0.0,0.0368,3.0567371052682777,-0.0
-0.0,0.0,0.0368,2.8471113028990622,-0.0
-0.0,0.0,0.0368,3.4497894482800775,-0.0
-0.0,0.0,0.0368,4.175466886075502,-0.0
-0.0,0.0,0.0368,2.7781164468689084,-0.0
-0.0,0.0,0.0368,2.6691579481114003,-0.0
-0.0,0.0,0.0368,0.16289486535810002,-0.0
-0.0,0.0,0.0368,0.26878114010618376,-0.0
-0.0,0.0,0.0368,0.08227512136915971,-0.0
0.0,0.0,0.0,0.0,-0.0
-0.0,0.0,0.003,0.0,-0.0
0.0,0.0,0.0,0.0,-0.0
-0.0,0.0,0.015768515060000002,0.0,-0.0
-0.0,0.0,0.0368,1.9259451490005801,-0.0
-0.0,0.0,0.0368,3.7693436246807153,-0.0
-0.0,0.0,0.0368,4.085464509207022,-0.0
-0.0,0.0,0.0368,3.4387521303608914,-0.0
-0.0,0.0,0.0368,2.1914771553276,-0.0
-0.0,0.0,0.0368,2.3939027110221,-0.0
-0.0,0.0,0.0368,2.4403409344596,-0.0
-0.0,0.0,0.0368,2.344803443961,-0.0
-0.0,0.0,0.0368,2.700188699535,-0.0
-0.0,0.0,0.0368,2.417083870761331,-0.0
-0.0,0.0,0.0368,2.1982560532434436,-0.0
-0.0,0.0,0.0368,2.619092041094279,-0.0
-0.0,0.0,0.0368,2.6759908724908437,-0.0
-0.0,0.0,0.0368,4.046435620024339,-0.0
-0.0,0.0,0.0368,3.5245098926175156,-0.0
-0.0,0.0,0.0368,2.0756206514724687,-0.0
-0.0,0.0,0.0368,2.283647368060214,-0.0
-0.0,0.0,0.036000000000000004,0.0,-0.0
-0.0,0.0,0.0368,0.3183197883980414,-0.0
-0.0,0.0,0.029652772584000002,0.0,-0.0
0.0,0.0,0.0,0.0,-0.0
-0.0,0.0,0.006,0.0,-0.0
-0.0,0.0,0.010884257528,0.0,-0.0
-0.0,0.0,0.007884257528,0.0,-0.0
-0.0,0.0,0.0368,1.69588738314,-0.0
-0.0,0.0,0.0368,4.132654287570615,-0.0
-0.0,0.0,0.0368,3.3358263585644314,-0.0
-0.0,0.0,0.0368,2.4235915864415443,-0.0
-0.0,0.0,0.0368,2.2528301058816,-0.0
-0.0,0.0,0.0368,2.650145044164,-0.0
-0.0,0.0,0.0368,2.0870770761840998,-0.0
-0.0,0.0,0.0368,2.8158210992202997,-0.0
-0.0,0.0,0.0368,3.0356585679348003,-0.0
-0.0,0.0,0.0368,2.654207932704053,-0.0
-0.0,0.0,0.0368,2.4919713401209513,-0.0
-0.0,0.0,0.0368,3.2459181187851986,-0.0
-0.0,0.0,0.0368,2.675514659728742,-0.0
-0.0,0.0,0.0368,4.576737960949496,-0.0
-0.0,0.0,0.0368,2.2612460347176477,-0.0
-0.0,0.0,0.0368,3.4410508400823976,-0.0
-0.0,0.0,0.0368,1.750533980675795,-0.0
-0.0,0.0,0.0368,0.2508409258362007,-0.0
-0.0,0.0,0.02776851506,0.0,-0.0
-0.0,0.0,0.0368,0.29514833716580524,-0.0
-0.0,0.0,0.016884257528,0.0,-0.0
0.0,0.0,0.0,0.0,-0.0
-0.0,0.0,0.006,0.0,-0.0
0.0,0.0,0.0,0.0,-0.0
-0.0,0.0,0.0368,1.5467128765,-0.0
-0.0,0.0,0.0368,4.0738936650420525,-0.0
-0.0,0.0,0.0368,3.232131345869239,-0.0
-0.0,0.0,0.0368,3.146988769914947,-0.0
-0.0,0.0,0.0368,2.7621043249548,-0.0
-0.0,0.0,0.0368,2.912792359074,-0.0
-0.0,0.0,0.0368,2.3431144298519997,-0.0
-0.0,0.0,0.0368,2.8373061753832,-0.0
-0.0,0.0,0.0368,2.1070533261840003,-0.0
-0.0,0.0,0.0368,2.289357623984955,-0.0
-0.0,0.0,0.0368,2.2374699271123686,-0.0
-0.0,0.0,0.0368,3.782850848097287,-0.0
-0.0,0.0,0.0368,4.415908502653596,-0.0
-0.0,0.0,0.0368,3.6377748122934404,-0.0
-0.0,0.0,0.0368,2.4033484997625902,-0.0
-0.0,0.0,0.0368,2.69490409029655,-0.0
-0.0,0.0,0.0368,2.0906424592892456,-0.0
-0.0,0.0,0.0368,0.030492965305255706,-0.0
-0.0,0.0,0.0368,0.336536641592127,-0.0
-0.0,0.0,0.003,0.0,-0.0
-0.0,0.0,0.018768515059999998,0.0,-0.0
-0.0,0.0,0.007884257528,0.0,-0.0
-0.0,0.0,0.003,0.0,-0.0
-0.0,0.0,0.007884257528,0.0,-0.0
-0.0,0.0,0.0368,1.3871064385,-0.0
-0.0,0.0,0.0368,3.6876459666154386,-0.0
-0.0,0.0,0.0368,3.516860242135315,-0.0
-0.0,0.0,0.0368,3.5541549737356632,-0.0
-0.0,0.0,0.0368,4.1911620573,-0.0
-0.0,0.0,0.0368,2.9071918878882,-0.0
-0.0,0.0,0.0368,2.4887731388183996,-0.0
-0.0,0.0,0.0368,2.7716540471004003,-0.0
-0.0,0.0,0.0368,2.9871683080073,-0.0
-0.0,0.0,0.0368,2.2906746287444357,-0.0
-0.0,0.0,0.0368,2.3919449208348884,-0.0
-0.0,0.0,0.0368,3.8347320792185764,-0.0
-0.0,0.0,0.0368,3.9143637726847924,-0.0
-0.0,0.0,0.0368,2.754002508395004,-0.0
-0.0,0.0,0.0368,3.5303393003471166,-0.0
-0.0,0.0,0.0368,2.229090075719316,-0.0
-0.0,0.0,0.0368,1.5903925916358121,-0.0
-0.0,0.0,0.0368,0.24252504921750004,-0.0
-0.0,0.0,0.033768515072,0.0,-0.0
-0.0,0.0,0.029652772584000002,0.0,-0.0
-0.0,0.0,0.007884257528,0.0,-0.0
-0.0,0.0,0.010884257528,0.0,-0.0
-0.0,0.0,0.006,0.0,-0.0
0.0,0.0,0.0,0.0,-0.0
-0.0,0.0,0.0368,1.2271978971000002,-0.0
-0.0,0.0,0.0368,3.315756410435,-0.0
-0.0,0.0,0.0368,2.4792144235086457,-0.0
-0.0,0.0,0.0368,2.774619715601222,-0.0
-0.0,0.0,0.0368,2.226053219,-0.0
-0.0,0.0,0.0368,2.2498704888120002,-0.0
-0.0,0.0,0.0368,2.1267241206861,-0.0
-0.0,0.0,0.0368,1.5840243901468936,-0.0
-0.0,0.0,0.0368,1.9922464177500006,-0.0
-0.0,0.0,0.0368,1.7250065030849997,-0.0
-0.0,0.0,0.0368,1.5959268327199998,-0.0
-0.0,0.0,0.0368,1.9177186465568947,-0.0
-0.0,0.0,0.0368,2.710551505919407,-0.0
-0.0,0.0,0.0368,2.7807478389081846,-0.0
-0.0,0.0,0.0368,3.1553167558854773,-0.0
-0.0,0.0,0.0368,2.685924508624575,-0.0
-0.0,0.0,0.0368,1.8357756768152462,-0.0
-0.0,0.0,0.0368,0.04211621006503681,-0.0
-0.0,0.0,0.0368,0.23360108841656657,-0.0
-0.0,0.0,0.033768515072,0.0,-0.0
-0.0,0.0,0.013884257528,0.0,-0.0
-0.0,0.0,0.003,0.0,-0.0
-0.0,0.0,0.015768515060000002,0.0,-0.0
-0.0,0.0,0.003,0.0,-0.0
-0.0,0.0,0.0368,1.2090987584562118,-0.0
-0.0,0.0,0.0368,2.965752393685562,-0.0
-0.0,0.0,0.0368,2.297140460516197,-0.0
-0.0,0.0,0.0368,2.798706826407444,-0.0
-0.0,0.0,0.0368,2.0394082569018934,-0.0
-0.0,0.0,0.0368,2.140943838035984,-0.0
-0.0,0.0,0.0368,1.6644314088788192,-0.0
-0.0,0.0,0.0368,2.1754288171771803,-0.0
-0.0,0.0,0.0368,2.3569544758891774,-0.0
-0.0,0.0,0.0368,2.25587914485297,-0.0
-0.0,0.0,0.0368,2.0212545609243118,-0.0
-0.0,0.0,0.0368,1.9839444124826346,-0.0
-0.0,0.0,0.0368,2.097893204006711,-0.0
-0.0,0.0,0.0368,2.4015244823592665,-0.0
-0.0,0.0,0.0368,2.7947689670726206,-0.0
-0.0,0.0,0.0368,1.9700442604476776,-0.0
-0.0,0.0,0.0368,1.5645398972585949,-0.0
-0.0,0.0,0.0368,0.4226925374575,-0.0
-0.0,0.0,0.0368,0.1232550442085,-0.0
-0.0,0.0,0.02476851506,0.0,-0.0
-0.0,0.0,0.018768515059999998,0.0,-0.0
0.0,0.0,0.0,0.0,-0.0
-0.0,0.0,0.007884257528,0.0,-0.0
-0.0,0.0,0.007884257528,0.0,-0.0
-0.0,0.0,0.0368,1.3343183357750998,-0.0
-0.0,0.0,0.0368,3.4281077025255,-0.0
-0.0,0.0,0.0368,3.6324620965244043,-0.0
-0.0,0.0,0.0368,3.0950489238744,-0.0
-0.0,0.0,0.0368,2.1737614587439,-0.0
-0.0,0.0,0.0368,2.8770075913071,-0.0
-0.0,0.0,0.0368,2.4641388780185,-0.0
-0.0,0.0,0.0368,1.8658734479824999,-0.0
-0.0,0.0,0.0368,2.698727359074,-0.0
-0.0,0.0,0.0368,2.2452660955,-0.0
-0.0,0.0,0.0368,2.1709822863420003,-0.0
-0.0,0.0,0.0368,2.7154005951944193,-0.0
-0.0,0.0,0.0368,3.0546894616375173,-0.0
-0.0,0.0,0.0368,3.034600551258552,-0.0
-0.0,0.0,0.0368,1.8344696565604,-0.0
-0.0,0.0,0.0368,2.6321301759109996,-0.0
-0.0,0.0,0.0368,1.5812703769164,-0.0
-0.0,0.0,0.0368,0.08901251216900002,-0.0
-0.0,0.0,0.0368,0.32498957811350004,-0.0
-0.0,0.0,0.0368,0.08190223258000005,-0.0
0.0,0.0,0.0,0.0,-0.0
-0.0,0.0,0.007884257528,0.0,-0.0
0.0,0.0,0.0,0.0,-0.0
0.0,0.0,0.0,0.0,-0.0
-0.0,0.0,0.0368,1.2792159490485808,-0.0
-0.0,0.0,0.0368,3.5035450946960975,-0.0
-0.0,0.0,0.0368,3.474821160661716,-0.0
-0.0,0.0,0.0368,2.9656625215392,-0.0
-0.0,0.0,0.0368,2.328032721205934,-0.0
-0.0,0.0,0.0368,2.0281206280976614,-0.0
-0.0,0.0,0.0368,2.1667584311515755,-0.0
-0.0,0.0,0.0368,1.7919386676593998,-0.0
-0.0,0.0,0.0368,2.279978440141179,-0.0
-0.0,0.0,0.0368,2.2681903492010926,-0.0
-0.0,0.0,0.0368,2.2077660955,-0.0
-0.0,0.0,0.0368,2.1170814597273995,-0.0
-0.0,0.0,0.0368,2.2159822070416095,-0.0
-0.0,0.0,0.0368,1.9706696614820547,-0.0
-0.0,0.0,0.0368,2.89042639862082,-0.0
-0.0,0.0,0.0368,1.5677505990774998,-0.0
-0.0,0.0,0.0368,2.1896503299720003,-0.0
-0.0,0.0,0.0368,0.20885116775200002,-0.0
-0.0,0.0,0.025884257528,0.0,-0.0
-0.0,0.0,0.013884257528,0.0,-0.0
-0.0,0.0,0.003,0.0,-0.0
-0.0,0.0,0.007884257528,0.0,-0.0
-0.0,0.0,0.02176851506,0.0,-0.0
0.0,0.0,0.0,0.0,-0.0
-0.0,0.0,0.0368,1.2630322529685,-0.0
-0.0,0.0,0.0368,2.9238310875089,-0.0
-0.0,0.0,0.0368,3.2249736601962,-0.0
-0.0,0.0,0.0368,3.910762969366968,-0.0
-0.0,0.0,0.0368,2.6319159904693046,-0.0
-0.0,0.0,0.0368,3.6155621798017847,-0.0
-0.0,0.0,0.0368,2.7534252398076,-0.0
-0.0,0.0,0.0368,2.2729385922474,-0.0
-0.0,0.0,0.0368,2.465925753,-0.0
-0.0,0.0,0.0368,2.038638868084,-0.0
-0.0,0.0,0.0368,2.430451797911158,-0.0
-0.0,0.0,0.0368,2.5434357701649963,-0.0
-0.0,0.0,0.0368,2.722980721703037,-0.0
-0.0,0.0,0.0368,2.3865108672282735,-0.0
-0.0,0.0,0.0368,2.65915846983804,-0.0
-0.0,0.0,0.0368,1.7135395121948467,-0.0
-0.0,0.0,0.0368,1.682361810754005,-0.0
-0.0,0.0,0.0368,0.1658289548895,-0.0
-0.0,0.0,0.0368,0.3343153997340001,-0.0
-0.0,0.0,0.0368,0.0366509229019,-0.0
-0.0,0.0,0.02176851506,0.0,-0.0
-0.0,0.0,0.003,0.0,-0.0
0.0,0.0,0.0,0.0,-0.0
