boiler,supply_gas,gas_balance
0.0743529411764706,-0.0,0.0
0.008128416800000003,-0.0,0.0
0.0,-0.0,0.0
0.0,-0.0,0.0
0.0,-0.0,0.0
0.0,-0.0,0.0
0.0743529411764706,-0.0,0.0
0.0743529411764706,-0.0,0.0
0.0743529411764706,-0.0,0.0
0.0743529411764706,-0.0,0.0
0.0743529411764706,-0.0,0.0
0.0743529411764706,-0.0,0.0
0.0743529411764706,-0.0,0.0
0.0743529411764706,-0.0,0.0
0.0743529411764706,-0.0,0.0
0.0743529411764706,-0.0,0.0
0.0743529411764706,-0.0,0.0
0.0743529411764706,-0.0,0.0
0.0743529411764706,-0.0,0.0
0.0743529411764706,-0.0,0.0
0.0743529411764706,-0.0,0.0
0.0743529411764706,-0.0,0.0
0.0743529411764706,-0.0,0.0
0.022516819058823537,-0.0,0.0
0.023621873364705885,-0.0,0.0
0.01659875797647059,-0.0,0.0
0.0,-0.0,0.0
0.0,-0.0,0.0
0.0,-0.0,0.0
0.0,-0.0,0.0
0.0743529411764706,-0.0,0.0
0.0743529411764706,-0.0,0.0
0.0743529411764706,-0.0,0.0
0.0743529411764706,-0.0,0.0
0.0743529411764706,-0.0,0.0
0.0743529411764706,-0.0,0.0
0.0743529411764706,-0.0,0.0
0.0743529411764706,-0.0,0.0
0.0743529411764706,-0.0,0.0
0.0743529411764706,-0.0,0.0
0.0743529411764706,-0.0,0.0
0.0743529411764706,-0.0,0.0
0.0743529411764706,-0.0,0.0
0.0743529411764706,-0.0,0.0
0.0743529411764706,-0.0,0.0
0.0743529411764706,-0.0,0.0
0.0743529411764706,-0.0,0.0
0.047899890729411775,-0.0,0.0
0.018203093552941182,-0.0,0.0
0.033354378682352935,-0.0,0.0
0.0,-0.0,0.0
0.0,-0.0,0.0
0.0,-0.0,0.0
0.0,-0.0,0.0
0.0743529411764706,-0.0,0.0
0.0743529411764706,-0.0,0.0
0.0743529411764706,-0.0,0.0
0.0743529411764706,-0.0,0.0
0.0743529411764706,-0.0,0.0
0.0743529411764706,-0.0,0.0
0.0743529411764706,-0.0,0.0
0.0743529411764706,-0.0,0.0
0.0743529411764706,-0.0,0.0
0.0743529411764706,-0.0,0.0
0.0743529411764706,-0.0,0.0
0.0743529411764706,-0.0,0.0
0.0743529411764706,-0.0,0.0
0.0743529411764706,-0.0,0.0
0.0743529411764706,-0.0,0.0
0.0743529411764706,-0.0,0.0
0.0743529411764706,-0.0,0.0
0.007971307011764708,-0.0,0.0
0.03495871425882354,-0.0,0.0
0.0,-0.0,0.0
0.0,-0.0,0.0
0.0,-0.0,0.0
0.0,-0.0,0.0
0.0,-0.0,0.0
0.0743529411764706,-0.0,0.0
0.0743529411764706,-0.0,0.0
0.0743529411764706,-0.0,0.0
0.0743529411764706,-0.0,0.0
0.0743529411764706,-0.0,0.0
0.0743529411764706,-0.0,0.0
0.0743529411764706,-0.0,0.0
0.0743529411764706,-0.0,0.0
0.0743529411764706,-0.0,0.0
0.0743529411764706,-0.0,0.0
0.0743529411764706,-0.0,0.0
0.0743529411764706,-0.0,0.0
0.0743529411764706,-0.0,0.0
0.0743529411764706,-0.0,0.0
0.0743529411764706,-0.0,0.0
0.0743529411764706,-0.0,0.0
0.0743529411764706,-0.0,0.0
0.0743529411764706,-0.0,0.0
0.0743529411764706,-0.0,0.0
0.0,-0.0,0.0
0.0,-0.0,0.0
0.0,-0.0,0.0
0.0,-0.0,0.0
0.0,-0.0,0.0
0.0743529411764706,-0.0,0.0
0.0743529411764706,-0.0,0.0
0.0743529411764706,-0.0,0.0
0.0743529411764706,-0.0,0.0
0.0743529411764706,-0.0,0.0
0.0743529411764706,-0.0,0.0
0.0743529411764706,-0.0,0.0
0.0743529411764706,-0.0,0.0
0.0743529411764706,-0.0,0.0
0.0743529411764706,-0.0,0.0
0.0743529411764706,-0.0,0.0
0.0743529411764706,-0.0,0.0
0.0743529411764706,-0.0,0.0
0.0743529411764706,-0.0,0.0
0.0743529411764706,-0.0,0.0
0.0743529411764706,-0.0,0.0
0.0743529411764706,-0.0,0.0
0.038167385411764704,-0.0,0.0
0.06465551143529412,-0.0,0.0
0.0743529411764706,-0.0,0.0
0.0,-0.0,0.0
0.0,-0.0,0.0
0.0,-0.0,0.0
0.0,-0.0,0.0
0.0743529411764706,-0.0,0.0
0.0743529411764706,-0.0,0.0
0.0743529411764706,-0.0,0.0
0.0743529411764706,-0.0,0.0
0.0743529411764706,-0.0,0.0
0.0743529411764706,-0.0,0.0
0.0743529411764706,-0.0,0.0
0.0743529411764706,-0.0,0.0
0.0743529411764706,-0.0,0.0
0.0743529411764706,-0.0,0.0
0.0743529411764706,-0.0,0.0
0.0743529411764706,-0.0,0.0
0.0743529411764706,-0.0,0.0
0.0743529411764706,-0.0,0.0
0.0743529411764706,-0.0,0.0
0.0743529411764706,-0.0,0.0
0.0743529411764706,-0.0,0.0
0.05060928065882354,-0.0,0.0
0.05923673162352941,-0.0,0.0
0.0,-0.0,0.0
0.0,-0.0,0.0
0.0,-0.0,0.0
0.0,-0.0,0.0
0.0,-0.0,0.0
0.0743529411764706,-0.0,0.0
0.0743529411764706,-0.0,0.0
0.0743529411764706,-0.0,0.0
0.0743529411764706,-0.0,0.0
0.0743529411764706,-0.0,0.0
0.0743529411764706,-0.0,0.0
0.0743529411764706,-0.0,0.0
0.0743529411764706,-0.0,0.0
0.0743529411764706,-0.0,0.0
0.0743529411764706,-0.0,0.0
0.0743529411764706,-0.0,0.0
0.0743529411764706,-0.0,0.0
0.0743529411764706,-0.0,0.0
0.0743529411764706,-0.0,0.0
0.0743529411764706,-0.0,0.0
0.0743529411764706,-0.0,0.0
0.0743529411764706,-0.0,0.0
0.020912483482352945,-0.0,0.0
0.005261917082352947,-0.0,0.0
0.0036575815011764736,-0.0,0.0
0.0,-0.0,0.0
0.0,-0.0,0.0
0.0,-0.0,0.0
0.0,-0.0,0.0
0.0743529411764706,-0.0,0.0
0.0743529411764706,-0.0,0.0
0.0743529411764706,-0.0,0.0
0.0743529411764706,-0.0,0.0
0.0743529411764706,-0.0,0.0
0.0743529411764706,-0.0,0.0
0.0743529411764706,-0.0,0.0
0.0743529411764706,-0.0,0.0
0.0743529411764706,-0.0,0.0
0.0743529411764706,-0.0,0.0
0.0743529411764706,-0.0,0.0
0.0743529411764706,-0.0,0.0
0.0743529411764706,-0.0,0.0
0.0743529411764706,-0.0,0.0
0.0743529411764706,-0.0,0.0
0.0743529411764706,-0.0,0.0
0.0743529411764706,-0.0,0.0
0.0743529411764706,-0.0,0.0
0.0,-0.0,0.0
0.0,-0.0,0.0
0.0,-0.0,0.0
0.0,-0.0,0.0
0.0,-0.0,0.0
0.0,-0.0,0.0
0.0743529411764706,-0.0,0.0
0.0743529411764706,-0.0,0.0
0.0743529411764706,-0.0,0.0
0.0743529411764706,-0.0,0.0
0.0743529411764706,-0.0,0.0
0.0743529411764706,-0.0,0.0
0.0743529411764706,-0.0,0.0
0.0743529411764706,-0.0,0.0
0.0743529411764706,-0.0,0.0
0.0743529411764706,-0.0,0.0
0.0743529411764706,-0.0,0.0
0.0743529411764706,-0.0,0.0
0.0743529411764706,-0.0,0.0
0.0743529411764706,-0.0,0.0
0.0743529411764706,-0.0,0.0
0.0743529411764706,-0.0,0.0
0.0743529411764706,-0.0,0.0
0.06675912828235295,-0.0,0.0
0.01659875797647059,-0.0,0.0
0.0,-0.0,0.0
0.0,-0.0,0.0
0.0,-0.0,0.0
0.0,-0.0,0.0
0.0,-0.0,0.0
0.0743529411764706,-0.0,0.0
0.0743529411764706,-0.0,0.0
0.0743529411764706,-0.0,0.0
0.0743529411764706,-0.0,0.0
0.0743529411764706,-0.0,0.0
0.0743529411764706,-0.0,0.0
0.0743529411764706,-0.0,0.0
0.0743529411764706,-0.0,0.0
0.0743529411764706,-0.0,0.0
0.0743529411764706,-0.0,0.0
0.0743529411764706,-0.0,0.0
0.0743529411764706,-0.0,0.0
0.0743529411764706,-0.0,0.0
0.0743529411764706,-0.0,0.0
0.0743529411764706,-0.0,0.0
0.0743529411764706,-0.0,0.0
0.0743529411764706,-0.0,0.0
0.05110856188235294,-0.0,0.0
0.005261917082352947,-0.0,0.0
0.0,-0.0,0.0
0.0,-0.0,0.0
0.0,-0.0,0.0
0.0,-0.0,0.0
0.0,-0.0,0.0
0.0743529411764706,-0.0,0.0
0.0743529411764706,-0.0,0.0
0.0743529411764706,-0.0,0.0
0.0743529411764706,-0.0,0.0
0.0743529411764706,-0.0,0.0
0.0743529411764706,-0.0,0.0
0.0743529411764706,-0.0,0.0
0.0743529411764706,-0.0,0.0
0.0743529411764706,-0.0,0.0
0.0743529411764706,-0.0,0.0
0.0743529411764706,-0.0,0.0
0.0743529411764706,-0.0,0.0
0.0743529411764706,-0.0,0.0
0.0743529411764706,-0.0,0.0
0.0743529411764706,-0.0,0.0
0.0743529411764706,-0.0,0.0
0.0743529411764706,-0.0,0.0
0.0743529411764706,-0.0,0.0
0.0,-0.0,0.0
0.0,-0.0,0.0
0.0,-0.0,0.0
0.0,-0.0,0.0
0.0,-0.0,0.0
0.0,-0.0,0.0
0.0743529411764706,-0.0,0.0
0.0743529411764706,-0.0,0.0
0.0743529411764706,-0.0,0.0
0.0743529411764706,-0.0,0.0
0.0743529411764706,-0.0,0.0
0.0743529411764706,-0.0,0.0
