boiler,gas_balance
0.1367576470588235,0.0
0.056098823529411763,0.0
0.045538823529411764,0.0
0.02944,0.0
0.024734117647058823,0.0
0.012367058823529412,0.0
0.1647058823529412,0.0
0.1647058823529412,0.0
0.1647058823529412,0.0
0.1647058823529412,0.0
0.1647058823529412,0.0
0.1647058823529412,0.0
0.1647058823529412,0.0
0.1647058823529412,0.0
0.1647058823529412,0.0
0.1647058823529412,0.0
0.1647058823529412,0.0
0.1647058823529412,0.0
0.1647058823529412,0.0
0.1647058823529412,0.0
0.1647058823529412,0.0
0.1647058823529412,0.0
0.1647058823529412,0.0
0.07179294117647059,0.0
0.07299764705882353,0.0
0.0653364705882353,0.0
0.01707294117647059,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.1647058823529412,0.0
0.1647058823529412,0.0
0.1647058823529412,0.0
0.1647058823529412,0.0
0.1647058823529412,0.0
0.1647058823529412,0.0
0.1647058823529412,0.0
0.1647058823529412,0.0
0.1647058823529412,0.0
0.1647058823529412,0.0
0.1647058823529412,0.0
0.1647058823529412,0.0
0.1647058823529412,0.0
0.1647058823529412,0.0
0.1647058823529412,0.0
0.1647058823529412,0.0
0.1647058823529412,0.0
0.09948235294117648,0.0
0.06708705882352942,0.0
0.08361882352941176,0.0
0.01707294117647059,0.0
0.01707294117647059,0.0
0.0,0.0
0.0,0.0
0.1647058823529412,0.0
0.1647058823529412,0.0
0.1647058823529412,0.0
0.1647058823529412,0.0
0.1647058823529412,0.0
0.1647058823529412,0.0
0.1647058823529412,0.0
0.1647058823529412,0.0
0.1647058823529412,0.0
0.1647058823529412,0.0
0.1647058823529412,0.0
0.1647058823529412,0.0
0.1647058823529412,0.0
0.1647058823529412,0.0
0.1647058823529412,0.0
0.1647058823529412,0.0
0.1647058823529412,0.0
0.055924705882352946,0.0
0.08536470588235295,0.0
0.004705882352941177,0.0
0.021778823529411767,0.0
0.0,0.0
0.02944,0.0
0.01707294117647059,0.0
0.1647058823529412,0.0
0.1647058823529412,0.0
0.1647058823529412,0.0
0.1647058823529412,0.0
0.1647058823529412,0.0
0.1647058823529412,0.0
0.1647058823529412,0.0
0.1647058823529412,0.0
0.1647058823529412,0.0
0.1647058823529412,0.0
0.1647058823529412,0.0
0.1647058823529412,0.0
0.1647058823529412,0.0
0.1647058823529412,0.0
0.1647058823529412,0.0
0.1647058823529412,0.0
0.1647058823529412,0.0
0.1647058823529412,0.0
0.1395435294117647,0.0
0.009411764705882354,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.1647058823529412,0.0
0.1647058823529412,0.0
0.1647058823529412,0.0
0.1647058823529412,0.0
0.1647058823529412,0.0
0.1647058823529412,0.0
0.1647058823529412,0.0
0.1647058823529412,0.0
0.1647058823529412,0.0
0.1647058823529412,0.0
0.1647058823529412,0.0
0.1647058823529412,0.0
0.1647058823529412,0.0
0.1647058823529412,0.0
0.1647058823529412,0.0
0.1647058823529412,0.0
0.1647058823529412,0.0
0.08886588235294118,0.0
0.11776470588235294,0.0
0.14074823529411765,0.0
0.0,0.0
0.004705882352941177,0.0
0.0,0.0
0.0,0.0
0.1647058823529412,0.0
0.1647058823529412,0.0
0.1647058823529412,0.0
0.1647058823529412,0.0
0.1647058823529412,0.0
0.1647058823529412,0.0
0.1647058823529412,0.0
0.1647058823529412,0.0
0.1647058823529412,0.0
0.1647058823529412,0.0
0.1647058823529412,0.0
0.1647058823529412,0.0
0.1647058823529412,0.0
0.1647058823529412,0.0
0.1647058823529412,0.0
0.1647058823529412,0.0
0.1647058823529412,0.0
0.10244235294117647,0.0
0.11185411764705881,0.0
0.004705882352941177,0.0
0.03414588235294118,0.0
0.009411764705882354,0.0
0.004705882352941177,0.0
0.024734117647058823,0.0
0.1647058823529412,0.0
0.1647058823529412,0.0
0.1647058823529412,0.0
0.1647058823529412,0.0
0.1647058823529412,0.0
0.1647058823529412,0.0
0.1647058823529412,0.0
0.1647058823529412,0.0
0.1647058823529412,0.0
0.1647058823529412,0.0
0.1647058823529412,0.0
0.1647058823529412,0.0
0.1647058823529412,0.0
0.1647058823529412,0.0
0.1647058823529412,0.0
0.1647058823529412,0.0
0.1647058823529412,0.0
0.07004235294117647,0.0
0.05296941176470588,0.0
0.05121882352941177,0.0
0.021778823529411767,0.0
0.0,0.0
0.0,0.0
0.024734117647058823,0.0
0.1647058823529412,0.0
0.1647058823529412,0.0
0.1647058823529412,0.0
0.1647058823529412,0.0
0.1647058823529412,0.0
0.1647058823529412,0.0
0.1647058823529412,0.0
0.1647058823529412,0.0
0.1647058823529412,0.0
0.1647058823529412,0.0
0.1647058823529412,0.0
0.1647058823529412,0.0
0.1647058823529412,0.0
0.1647058823529412,0.0
0.1647058823529412,0.0
0.1647058823529412,0.0
0.1647058823529412,0.0
0.1647058823529412,0.0
0.03414588235294118,0.0
0.04651294117647059,0.0
0.018823529411764708,0.0
0.021778823529411767,0.0
0.012367058823529412,0.0
0.0,0.0
0.1647058823529412,0.0
0.1647058823529412,0.0
0.1647058823529412,0.0
0.1647058823529412,0.0
0.1647058823529412,0.0
0.1647058823529412,0.0
0.1647058823529412,0.0
0.1647058823529412,0.0
0.1647058823529412,0.0
0.1647058823529412,0.0
0.1647058823529412,0.0
0.1647058823529412,0.0
0.1647058823529412,0.0
0.1647058823529412,0.0
0.1647058823529412,0.0
0.1647058823529412,0.0
0.1647058823529412,0.0
0.1200564705882353,0.0
0.0653364705882353,0.0
0.021778823529411767,0.0
0.004705882352941177,0.0
0.0,0.0
