demand_electricity,electricity_balance,pv,soc,delta_battery,heat_pump,supply_grid_power
-0.0,-8.625,0.0,0.2,0.0,-0.0092,0.0
-0.0,-10.241999999999999,0.0,0.2,0.0,-0.0092,0.0
-0.0,-11.907583332999998,0.0,0.2,0.0,-0.0092,0.0
-0.0,-10.743416666999998,0.0,0.2,0.0,-0.0092,0.0
-0.0,-10.358416667,0.0,0.2,0.0,-0.0092,0.0
-0.0,-8.758833333,0.0,0.2,0.0,-0.0092,0.0
-0.0,-7.182166667,0.0,0.2,0.0,-0.0092,0.0
-0.0,-6.656,0.0,0.2,0.0,-0.0092,0.0
-0.0,-5.3048333329999995,0.0,0.2,0.0,-0.0092,0.0
-0.0,-3.6465,0.0,0.2,0.0,-0.0,0.0
-0.0,-2.4786666667499997,0.0,0.2,0.0,-0.000916666667,0.0
-0.0,-2.020333333,0.0,0.2,0.0,-0.0,0.0
-0.0,-2.0515,0.0,0.2,0.0,-0.0,0.0
-0.0,-4.2909999999999995,0.0,0.2,0.0,-0.0092,0.0
-0.0,-5.063,0.0,0.2,0.0,-0.0092,0.0
-0.0,-2.3,0.0,0.20761999994000005,-0.042333333000000244,-0.0092,0.0
-0.0,-2.3,0.0,0.39870499987999997,-1.0615833329999997,-0.0092,0.0
-0.0,-2.3,0.0,0.40362499982000005,-0.027333333000000414,-0.0092,0.0
-0.0,-3.0326875008099994,0.0,0.2,0.9163124991900004,-0.0092,0.0
-0.0,-8.785666670000001,0.0,0.2,0.0,-0.0092,0.0
-0.0,-12.288499999999999,0.0,0.2,0.0,-0.0092,0.0
-0.0,-9.029333333,0.0,0.2,0.0,-0.0092,0.0
-0.0,-10.424333333,0.0,0.2,0.0,-0.0092,0.0
-0.0,-7.708333333,0.0,0.2,0.0,-0.0092,0.0
-0.0,-7.3535833329999996,0.0,0.2,0.0,-0.0092,0.0
-0.0,-9.043458333,0.0,0.2,0.0,-0.0092,0.0
-0.0,-13.734958330000001,0.0,0.2,0.0,-0.0092,0.0
-0.0,-10.0605,0.0,0.2,0.0,-0.0092,0.0
-0.0,-9.641583333,0.0,0.2,0.0,-0.0092,0.0
-0.0,-7.548833333,0.0,0.2,0.0,-0.0092,0.0
-0.0,-7.8792916669999995,0.0,0.2,0.0,-0.0092,0.0
-0.0,-6.9782083329999995,0.0,0.2,0.0,-0.0092,0.0
-0.0,-3.9370833337500004,0.0,0.2,0.0,-0.000916666667,0.0
-0.0,-3.956372678,0.0,0.2,0.0,-0.006651490712,0.0
-0.0,-2.30725000025,0.0,0.2,0.0,-0.001833333333,0.0
-0.0,-2.3154999997499996,0.0,0.2,0.0,-0.000916666667,0.0
-0.0,-3.0415393447499994,0.0,0.2,0.0,-0.004818157379,0.0
-0.0,-4.599,0.0,0.2,0.0,-0.0092,0.0
-0.0,-3.835083333,0.0,0.2,0.0,-0.0092,0.0
-0.0,-2.3,0.0,0.2023399999999999,-0.012999999999999555,-0.0092,0.0
-0.0,-2.4983866670000006,0.0,0.2,0.01052999999999964,-0.0092,0.0
-0.0,-2.7039166669999997,0.0,0.2,0.0,-0.0092,0.0
-0.0,-2.3,0.0,0.2101550000600001,-0.05641666700000054,-0.0092,0.0
-0.0,-2.86055249973,0.0,0.2,0.045697500270000434,-0.0092,0.0
-0.0,-5.49775,0.0,0.2,0.0,-0.0092,0.0
-0.0,-8.548083333000001,0.0,0.2,0.0,-0.0092,0.0
-0.0,-8.29725,0.0,0.2,0.0,-0.0092,0.0
-0.0,-7.185833333,0.0,0.2,0.0,-0.0092,0.0
-0.0,-10.862583333,0.0,0.2,0.0,-0.0092,0.0
-0.0,-10.973500000000001,0.0,0.2,0.0,-0.0092,0.0
-0.0,-13.098333329999999,0.0,0.2,0.0,-0.0092,0.0
-0.0,-12.603333329999998,0.0,0.2,0.0,-0.0092,0.0
-0.0,-8.856,0.0,0.2,0.0,-0.0092,0.0
-0.0,-8.551666667,0.0,0.2,0.0,-0.0092,0.0
-0.0,-8.631416667,0.0,0.2,0.0,-0.0092,0.0
-0.0,-7.118916667,0.0,0.2,0.0,-0.0092,0.0
-0.0,-4.9565,0.0,0.2,0.0,-0.0092,0.0
-0.0,-3.68226967275,0.0,0.2,0.0,-0.0042424120230000004,0.0
-0.0,-2.013,0.0,0.2,0.0,-0.0,0.0
-0.0,-2.14775,0.0,0.2,0.0,-0.0,0.0
-0.0,-3.3257060117499995,0.0,0.2,0.0,-0.004818157379,0.0
-0.0,-4.061833333,0.0,0.2,0.0,-0.0092,0.0
-0.0,-4.922916667,0.0,0.2,0.0,-0.0092,0.0
-0.0,-4.038166667,0.0,0.2,0.0,-0.0092,0.0
-0.0,-4.337624999999999,0.0,0.2,0.0,-0.0092,0.0
-0.0,-3.097625,0.0,0.2,0.0,-0.0092,0.0
-0.0,-3.93225,0.0,0.2,0.0,-0.0092,0.0
-0.0,-6.96375,0.0,0.2,0.0,-0.0092,0.0
-0.0,-10.489,0.0,0.2,0.0,-0.0092,0.0
-0.0,-10.891750000000002,0.0,0.2,0.0,-0.0092,0.0
-0.0,-7.877166667,0.0,0.2,0.0,-0.0092,0.0
-0.0,-8.04475,0.0,0.2,0.0,-0.0092,0.0
-0.0,-9.703,0.0,0.2,0.0,-0.0092,0.0
-0.0,-12.5135,0.0,0.2,0.0,-0.0092,0.0
-0.0,-14.25333333,0.0,0.2,0.0,-0.0092,0.0
-0.0,-11.412583333,0.0,0.2,0.0,-0.0092,0.0
-0.0,-11.133916667000001,0.0,0.2,0.0,-0.0092,0.0
-0.0,-9.270333333,0.0,0.2,0.0,-0.0092,0.0
-0.0,-6.886083333,0.0,0.2,0.0,-0.0092,0.0
-0.0,-5.7539560110000005,0.0,0.2,0.0,-0.006651490712,0.0
-0.0,-5.5972256832500005,0.0,0.2,0.0,-0.009060569401,0.0
-0.0,-3.00941666675,0.0,0.2,0.0,-0.003666666667,0.0
-0.0,-3.13639467275,0.0,0.2,0.0,-0.0042424120230000004,0.0
-0.0,-2.4177280052500003,0.0,0.2,0.0,-0.002409078689,0.0
-0.0,-1.9827499999999998,0.0,0.2,0.0,-0.0,0.0
-0.0,-4.221333333,0.0,0.2,0.0,-0.0092,0.0
-0.0,-3.946833333,0.0,0.2,0.0,-0.0092,0.0
-0.0,-4.416833333,0.0,0.2,0.0,-0.0092,0.0
-0.0,-5.16275,0.0,0.2,0.0,-0.0092,0.0
-0.0,-4.817416667,0.0,0.2,0.0,-0.0092,0.0
-0.0,-6.1849166669999995,0.0,0.2,0.0,-0.0092,0.0
-0.0,-7.303666666999999,0.0,0.2,0.0,-0.0092,0.0
-0.0,-10.54,0.0,0.2,0.0,-0.0092,0.0
-0.0,-9.545916667,0.0,0.2,0.0,-0.0092,0.0
-0.0,-10.911583333,0.0,0.2,0.0,-0.0092,0.0
-0.0,-8.867916667,0.0,0.2,0.0,-0.0092,0.0
-0.0,-7.996166667,0.0,0.2,0.0,-0.0092,0.0
-0.0,-7.804583333,0.0,0.2,0.0,-0.0092,0.0
-0.0,-11.067916666999999,0.0,0.2,0.0,-0.0092,0.0
-0.0,-12.92325,0.0,0.2,0.0,-0.0092,0.0
-0.0,-8.830333332999999,0.0,0.2,0.0,-0.0092,0.0
-0.0,-7.371916667,0.0,0.2,0.0,-0.0092,0.0
-0.0,-6.92275,0.0,0.2,0.0,-0.0092,0.0
-0.0,-6.64225,0.0,0.2,0.0,-0.0092,0.0
-0.0,-5.00731133875,0.0,0.2,0.0,-0.0042424120230000004,0.0
-0.0,-2.46079166675,0.0,0.2,0.0,-0.000916666667,0.0
-0.0,-2.441083333,0.0,0.2,0.0,-0.0,0.0
-0.0,-1.912166667,0.0,0.2,0.0,-0.0,0.0
-0.0,-2.071666667,0.0,0.2,0.0,-0.0,0.0
-0.0,-4.23875,0.0,0.2,0.0,-0.0092,0.0
-0.0,-3.874,0.0,0.2,0.0,-0.0092,0.0
-0.0,-2.3,0.0,0.24323000006,-0.24016666700000008,-0.0092,0.0
-0.0,-2.3,0.0,0.5926699999999998,-1.941333332999999,-0.0092,0.0
-0.0,-2.3,0.0,0.503707037111111,0.40033333299999996,-0.0092,0.0
-0.0,-2.4034850000000003,0.0,0.2,1.3666816669999995,-0.0092,0.0
-0.0,-8.29970833,0.0,0.2,0.0,-0.0092,0.0
-0.0,-11.373458330000002,0.0,0.2,0.0,-0.0092,0.0
-0.0,-9.541083333,0.0,0.2,0.0,-0.0092,0.0
-0.0,-7.883749999999999,0.0,0.2,0.0,-0.0092,0.0
-0.0,-6.797166667,0.0,0.2,0.0,-0.0092,0.0
-0.0,-8.460916667,0.0,0.2,0.0,-0.0092,0.0
-0.0,-9.655333332999998,0.0,0.2,0.0,-0.0092,0.0
-0.0,-9.945,0.0,0.2,0.0,-0.0092,0.0
-0.0,-12.407166669999999,0.0,0.2,0.0,-0.0092,0.0
-0.0,-10.496833333000001,0.0,0.2,0.0,-0.0092,0.0
-0.0,-9.076916666999999,0.0,0.2,0.0,-0.0092,0.0
-0.0,-7.246333333,0.0,0.2,0.0,-0.0092,0.0
-0.0,-6.291166667,0.0,0.2,0.0,-0.0092,0.0
-0.0,-3.4503333337499997,0.0,0.2,0.0,-0.000916666667,0.0
-0.0,-4.2240393444999995,0.0,0.2,0.0,-0.005734824046,0.0
-0.0,-1.868166667,0.0,0.2,0.0,-0.0,0.0
-0.0,-2.09275,0.0,0.2,0.0,-0.0,0.0
-0.0,-1.9387500000000002,0.0,0.2,0.0,-0.0,0.0
-0.0,-4.333166667,0.0,0.2,0.0,-0.0092,0.0
-0.0,-3.0392499999999996,0.0,0.2,0.0,-0.0092,0.0
-0.0,-4.49775,0.0,0.2,0.0,-0.0092,0.0
-0.0,-2.3,0.0,0.25182500006,-0.28791666700000007,-0.0092,0.0
-0.0,-2.3,0.0,0.54911750006,-1.651625,-0.0092,0.0
-0.0,-2.3,0.0,0.6895999999999999,-0.7804583329999993,-0.0092,0.0
-0.0,-2.3,0.0,0.6252481482222221,0.2895833330000002,-0.0092,0.0
-0.0,-3.8551333330000004,0.0,0.2,1.9136166669999994,-0.0092,0.0
-0.0,-8.65725,0.0,0.2,0.0,-0.0092,0.0
-0.0,-10.04175,0.0,0.2,0.0,-0.0092,0.0
-0.0,-8.999916667,0.0,0.2,0.0,-0.0092,0.0
-0.0,-9.857,0.0,0.2,0.0,-0.0092,0.0
-0.0,-11.045916667,0.0,0.2,0.0,-0.0092,0.0
-0.0,-11.767333333,0.0,0.2,0.0,-0.0092,0.0
-0.0,-11.584458333,0.0,0.2,0.0,-0.0092,0.0
-0.0,-10.675125000000001,0.0,0.2,0.0,-0.0092,0.0
-0.0,-7.382,0.0,0.2,0.0,-0.0092,0.0
-0.0,-7.944833333,0.0,0.2,0.0,-0.0092,0.0
-0.0,-4.4091863387500005,0.0,0.2,0.0,-0.0042424120230000004,0.0
-0.0,-3.4888333337499997,0.0,0.2,0.0,-0.003666666667,0.0
-0.0,-3.20926967275,0.0,0.2,0.0,-0.0042424120230000004,0.0
-0.0,-2.2421666667499998,0.0,0.2,0.0,-0.000916666667,0.0
-0.0,-2.017583333,0.0,0.2,0.0,-0.0,0.0
-0.0,-3.776706011,0.0,0.2,0.0,-0.006651490712,0.0
-0.0,-4.529333333,0.0,0.2,0.0,-0.0092,0.0
-0.0,-4.342333332999999,0.0,0.2,0.0,-0.0092,0.0
-0.0,-3.6972500000000004,0.0,0.2,0.0,-0.0092,0.0
-0.0,-3.3564166670000004,0.0,0.2,0.0,-0.0092,0.0
-0.0,-3.229083333,0.0,0.2,0.0,-0.0092,0.0
-0.0,-4.159083333000001,0.0,0.2,0.0,-0.0092,0.0
-0.0,-5.77975,0.0,0.2,0.0,-0.0092,0.0
-0.0,-7.575333332999999,0.0,0.2,0.0,-0.0092,0.0
-0.0,-7.753666667,0.0,0.2,0.0,-0.0092,0.0
-0.0,-8.345416666999999,0.0,0.2,0.0,-0.0092,0.0
-0.0,-8.2675,0.0,0.2,0.0,-0.0092,0.0
-0.0,-9.648,0.0,0.2,0.0,-0.0092,0.0
-0.0,-9.911083333,0.0,0.2,0.0,-0.0092,0.0
-0.0,-9.537083333000002,0.0,0.2,0.0,-0.0092,0.0
-0.0,-10.691166667000001,0.0,0.2,0.0,-0.0092,0.0
-0.0,-10.242916667,0.0,0.2,0.0,-0.0092,0.0
-0.0,-7.788083332999999,0.0,0.2,0.0,-0.0092,0.0
-0.0,-9.148416667,0.0,0.2,0.0,-0.0092,0.0
-0.0,-6.838353006,0.0,0.2,0.0,-0.008825745356000001,0.0
-0.0,-4.064539345,0.0,0.2,0.0,-0.006651490712,0.0
-0.0,-2.4016666667499997,0.0,0.2,0.0,-0.000916666667,0.0
-0.0,-2.15966666675,0.0,0.2,0.0,-0.000916666667,0.0
-0.0,-1.8369999999999997,0.0,0.2,0.0,-0.0,0.0
-0.0,-2.046916667,0.0,0.2,0.0,-0.0,0.0
-0.0,-4.586166667,0.0,0.2,0.0,-0.0092,0.0
-0.0,-3.810583333,0.0,0.2,0.0,-0.0092,0.0
-0.0,-2.3,0.0,0.26196499999999995,-0.3442499999999998,-0.0092,0.0
-0.0,-2.3,0.0,0.30720499994000006,-0.25133333300000066,-0.0092,0.0
-0.0,-2.3,0.0,0.49239499987999996,-1.0288333329999992,-0.0092,0.0
-0.0,-3.0048891675399996,0.0,0.2,1.3157774994599998,-0.0092,0.0
-0.0,-11.10583333,0.0,0.2,0.0,-0.0092,0.0
-0.0,-11.548750000000002,0.0,0.2,0.0,-0.0092,0.0
-0.0,-9.581166667,0.0,0.2,0.0,-0.0092,0.0
-0.0,-7.619999999999999,0.0,0.2,0.0,-0.0092,0.0
-0.0,-8.8505,0.0,0.2,0.0,-0.0092,0.0
-0.0,-9.039333333,0.0,0.2,0.0,-0.0092,0.0
-0.0,-8.647916667,0.0,0.2,0.0,-0.0092,0.0
-0.0,-11.14125,0.0,0.2,0.0,-0.0092,0.0
-0.0,-10.457416667,0.0,0.2,0.0,-0.0092,0.0
-0.0,-10.82225,0.0,0.2,0.0,-0.0092,0.0
-0.0,-8.244583333,0.0,0.2,0.0,-0.0092,0.0
-0.0,-6.468083333,0.0,0.2,0.0,-0.0092,0.0
-0.0,-6.073,0.0,0.2,0.0,-0.0092,0.0
-0.0,-4.922583333,0.0,0.2,0.0,-0.0092,0.0
-0.0,-2.25775,0.0,0.2,0.0,-0.0,0.0
-0.0,-2.47591666675,0.0,0.2,0.0,-0.000916666667,0.0
-0.0,-2.07075,0.0,0.2,0.0,-0.0,0.0
-0.0,-3.4214976777499997,0.0,0.2,0.0,-0.004818157379,0.0
-0.0,-4.538958333,0.0,0.2,0.0,-0.0092,0.0
-0.0,-4.250583333,0.0,0.2,0.0,-0.0092,0.0
-0.0,-4.093666667000001,0.0,0.2,0.0,-0.0092,0.0
-0.0,-4.1094166670000005,0.0,0.2,0.0,-0.0092,0.0
-0.0,-2.346583332999999,0.0,0.2,0.0,-0.0092,0.0
-0.0,-2.4045833329999997,0.0,0.2,0.0,-0.0092,0.0
-0.0,-5.329083333,0.0,0.2,0.0,-0.0092,0.0
-0.0,-7.0213333329999985,0.0,0.2,0.0,-0.0092,0.0
-0.0,-9.317083333,0.0,0.2,0.0,-0.0092,0.0
-0.0,-7.647749999999999,0.0,0.2,0.0,-0.0092,0.0
-0.0,-7.331583333,0.0,0.2,0.0,-0.0092,0.0
-0.0,-7.5075833329999995,0.0,0.2,0.0,-0.0092,0.0
-0.0,-10.963416667,0.0,0.2,0.0,-0.0092,0.0
-0.0,-11.98825,0.0,0.2,0.0,-0.0092,0.0
-0.0,-11.621583333,0.0,0.2,0.0,-0.0092,0.0
-0.0,-10.224583332999998,0.0,0.2,0.0,-0.0092,0.0
-0.0,-9.225416667000001,0.0,0.2,0.0,-0.0092,0.0
-0.0,-9.201583332999999,0.0,0.2,0.0,-0.0092,0.0
-0.0,-7.069416667,0.0,0.2,0.0,-0.0092,0.0
-0.0,-5.071975683250001,0.0,0.2,0.0,-0.009060569401,0.0
-0.0,-2.174333333,0.0,0.2,0.0,-0.0,0.0
-0.0,-2.71516666625,0.0,0.2,0.0,-0.001833333333,0.0
-0.0,-2.9471030060000003,0.0,0.2,0.0,-0.003325745356,0.0
-0.0,-3.1781030052499997,0.0,0.2,0.0,-0.002409078689,0.0
-0.0,-5.388249999999999,0.0,0.2,0.0,-0.0092,0.0
-0.0,-4.098416667,0.0,0.2,0.0,-0.0092,0.0
-0.0,-4.005833333,0.0,0.2,0.0,-0.0092,0.0
-0.0,-2.3,0.0,0.20171,-0.009500000000000064,-0.0092,0.0
-0.0,-2.3,0.0,0.2000433333333335,0.007499999999999374,-0.0092,0.0
-0.0,-2.3,0.0,0.2905833333333335,-0.5030000000000001,-0.0092,0.0
-0.0,-4.198958332999998,0.0,0.2,0.40762500000000096,-0.0092,0.0
-0.0,-8.69466667,0.0,0.2,0.0,-0.0092,0.0
-0.0,-8.030583333,0.0,0.2,0.0,-0.0092,0.0
-0.0,-7.454666667,0.0,0.2,0.0,-0.0092,0.0
-0.0,-9.184166667,0.0,0.2,0.0,-0.0092,0.0
-0.0,-8.4765,0.0,0.2,0.0,-0.0092,0.0
-0.0,-9.011833333,0.0,0.2,0.0,-0.0092,0.0
-0.0,-12.822416669999999,0.0,0.2,0.0,-0.0092,0.0
-0.0,-12.341625,0.0,0.2,0.0,-0.0092,0.0
-0.0,-9.609041667,0.0,0.2,0.0,-0.0092,0.0
-0.0,-9.07325,0.0,0.2,0.0,-0.0092,0.0
-0.0,-7.072166666999999,0.0,0.2,0.0,-0.0092,0.0
-0.0,-6.3892060115,0.0,0.2,0.0,-0.008484824046000001,0.0
-0.0,-5.160916667,0.0,0.2,0.0,-0.0092,0.0
-0.0,-3.64651967225,0.0,0.2,0.0,-0.005159078689,0.0
-0.0,-2.041416667,0.0,0.2,0.0,-0.0,0.0
-0.0,-2.2614166662499997,0.0,0.2,0.0,-0.001833333333,0.0
-0.0,-2.068916667,0.0,0.2,0.0,-0.0,0.0
-0.0,-4.388166667,0.0,0.2,0.0,-0.0092,0.0
-0.0,-3.0251666669999997,0.0,0.2,0.0,-0.0092,0.0
-0.0,-2.3,0.0,0.38100499994000014,-1.0055833330000006,-0.0092,0.0
-0.0,-2.3,0.0,0.2535790739400001,0.573416667,-0.0092,0.0
-0.0,-2.3,0.0,0.22635685171777778,0.12250000000000057,-0.0092,0.0
-0.0,-3.51506083427,0.0,0.2,0.11860583272999999,-0.0092,0.0
-0.0,-7.055749999999999,0.0,0.2,0.0,-0.0092,0.0
-0.0,-7.980333329999999,0.0,0.2,0.0,-0.0092,0.0
-0.0,-6.474166667,0.0,0.2,0.0,-0.0092,0.0
-0.0,-12.30008333,0.0,0.2,0.0,-0.0092,0.0
-0.0,-10.424416667,0.0,0.2,0.0,-0.0092,0.0
-0.0,-8.4875,0.0,0.2,0.0,-0.0092,0.0
-0.0,-10.308,0.0,0.2,0.0,-0.0092,0.0
-0.0,-12.288,0.0,0.2,0.0,-0.0092,0.0
-0.0,-12.898499999999999,0.0,0.2,0.0,-0.0092,0.0
-0.0,-13.30641667,0.0,0.2,0.0,-0.0092,0.0
-0.0,-7.986083333,0.0,0.2,0.0,-0.0092,0.0
-0.0,-7.20325,0.0,0.2,0.0,-0.0092,0.0
-0.0,-6.423166666999999,0.0,0.2,0.0,-0.0092,0.0
-0.0,-3.10383333375,0.0,0.2,0.0,-0.000916666667,0.0
-0.0,-3.7556226785,0.0,0.2,0.0,-0.005734824046,0.0
-0.0,-2.8646030052500002,0.0,0.2,0.0,-0.002409078689,0.0
-0.0,-2.28708333375,0.0,0.2,0.0,-0.000916666667,0.0
