demand_electricity,electricity_balance,pv,soc,delta_battery,heat_pump,supply_grid_power
-0.0,0.7300000000000004,0.0,0.9,0.0,-0.0092,0.0
-0.0,1.9734999999999996,0.0,0.9,0.0,-0.0092,0.0
-0.0,-2.3,0.0,0.263,2.8665000000000003,-0.0092,0.0
-0.0,-5.550499999999999,0.0,0.2,0.2835,-0.0092,0.0
-0.0,-7.133,0.0,0.2,0.0,-0.0092,0.0
-0.0,-8.623249999999999,0.0,0.2,0.0,-0.0092,0.0
-0.0,-6.649249999999999,0.0,0.2,0.0,-0.0092,0.0
-0.0,-8.254249999999999,0.0,0.2,0.0,-0.0092,0.0
-0.0,-8.258,0.0,0.2,0.0,-0.0092,0.0
-0.0,-10.1795,0.0,0.2,0.0,-0.0092,0.0
-0.0,-9.773,0.0,0.2,0.0,-0.0092,0.0
-0.0,-8.50475,0.0,0.2,0.0,-0.0092,0.0
-0.0,-7.9152499999999995,0.0,0.2,0.0,-0.0092,0.0
-0.0,-6.8,0.0,0.2,0.0,-0.0092,0.0
-0.0,-5.875249999999999,0.0,0.2,0.0,-0.0092,0.0
-0.0,-2.6115,0.0,0.2,0.0,-0.0015,0.0
-0.0,-1.8674999999999997,0.0,0.2,0.0,-0.0,0.0
-0.0,-1.7085,0.0,0.2,0.0,-0.0,0.0
-0.0,-1.55175,0.0,0.2,0.0,-0.0,0.0
-0.0,-1.695,0.0,0.2,0.0,-0.0,0.0
-0.0,-4.01975,0.0,0.2,0.0,-0.0092,0.0
-0.0,-3.8945,0.0,0.2,0.0,-0.0092,0.0
-0.0,-3.12725,0.0,0.2,0.0,-0.0092,0.0
-0.0,-2.3,0.0,0.5916349999999999,-2.17575,-0.0092,0.0
-0.0,-1.7856388888888883,0.0,0.9,-1.713138888888889,-0.0092,0.0
-0.0,0.2919999999999998,0.0,0.9,0.0,-0.0092,0.0
-0.0,-0.4182500000000009,0.0,0.9,0.0,-0.0092,0.0
-0.0,-2.3,0.0,0.4974999999999998,1.811250000000001,-0.0092,0.0
-0.0,-3.2765000000000004,0.0,0.2,1.338749999999999,-0.0092,0.0
-0.0,-7.77425,0.0,0.2,0.0,-0.0092,0.0
-0.0,-7.0925,0.0,0.2,0.0,-0.0092,0.0
-0.0,-7.475,0.0,0.2,0.0,-0.0092,0.0
-0.0,-8.798,0.0,0.2,0.0,-0.0092,0.0
-0.0,-10.16075,0.0,0.2,0.0,-0.0092,0.0
-0.0,-9.20825,0.0,0.2,0.0,-0.0092,0.0
-0.0,-8.89325,0.0,0.2,0.0,-0.0092,0.0
-0.0,-7.5845,0.0,0.2,0.0,-0.0092,0.0
-0.0,-6.2945,0.0,0.2,0.0,-0.0092,0.0
-0.0,-5.864,0.0,0.2,0.0,-0.0092,0.0
-0.0,-4.7585,0.0,0.2,0.0,-0.0092,0.0
-0.0,-2.9835,0.0,0.2,0.0,-0.0,0.0
-0.0,-2.028,0.0,0.2,0.0,-0.00075,0.0
-0.0,-1.653,0.0,0.2,0.0,-0.0,0.0
-0.0,-1.6785,0.0,0.2,0.0,-0.0,0.0
-0.0,-3.929,0.0,0.2,0.0,-0.0092,0.0
-0.0,-3.39575,0.0,0.2,0.0,-0.0092,0.0
-0.0,-2.3,0.0,0.67358,-2.631,-0.0092,0.0
-0.0,0.7763611111111102,0.0,0.9,-1.2578888888888893,-0.0092,0.0
-0.0,1.6285000000000007,0.0,0.9,0.0,-0.0092,0.0
-0.0,0.32650000000000157,0.0,0.9,0.0,-0.0092,0.0
-0.0,-2.3,0.0,0.5411666666666666,1.6147500000000006,-0.0092,0.0
-0.0,-5.952500000000001,0.0,0.2,1.5352499999999993,-0.0092,0.0
-0.0,-6.0440000000000005,0.0,0.2,0.0,-0.0092,0.0
-0.0,-8.7965,0.0,0.2,0.0,-0.0092,0.0
-0.0,-6.725,0.0,0.2,0.0,-0.0092,0.0
-0.0,-6.43475,0.0,0.2,0.0,-0.0092,0.0
-0.0,-7.817375,0.0,0.2,0.0,-0.0092,0.0
-0.0,-11.655874999999998,0.0,0.2,0.0,-0.0092,0.0
-0.0,-8.6495,0.0,0.2,0.0,-0.0092,0.0
-0.0,-8.306750000000001,0.0,0.2,0.0,-0.0092,0.0
-0.0,-6.5945,0.0,0.2,0.0,-0.0092,0.0
-0.0,-6.864875,0.0,0.2,0.0,-0.0092,0.0
-0.0,-6.127625,0.0,0.2,0.0,-0.0092,0.0
-0.0,-3.22125,0.0,0.2,0.0,-0.00075,0.0
-0.0,-3.23703219125,0.0,0.2,0.0,-0.005442128765,0.0
-0.0,-1.88775,0.0,0.2,0.0,-0.0015,0.0
-0.0,-1.8945,0.0,0.2,0.0,-0.00075,0.0
-0.0,-2.48853219125,0.0,0.2,0.0,-0.0039421287650000005,0.0
-0.0,-4.181,0.0,0.2,0.0,-0.0092,0.0
-0.0,-2.44325,0.0,0.2,0.0,-0.0092,0.0
-0.0,-2.3,0.0,0.6463099999999999,-2.4795,-0.0092,0.0
-0.0,-0.6058888888888896,0.0,0.9,-1.4093888888888895,-0.0092,0.0
-0.0,1.1597500000000007,0.0,0.9,0.0,-0.0092,0.0
-0.0,1.6465,0.0,0.9,0.0,-0.0092,0.0
-0.0,0.8087499999999994,0.0,0.9,0.0,-0.0092,0.0
-0.0,-2.035999999999999,0.0,0.9,0.0,-0.0092,0.0
-0.0,-2.62775,0.0,0.2,3.15,-0.0092,0.0
-0.0,-7.06775,0.0,0.2,0.0,-0.0092,0.0
-0.0,-6.297499999999999,0.0,0.2,0.0,-0.0092,0.0
-0.0,-9.30575,0.0,0.2,0.0,-0.0092,0.0
-0.0,-9.3965,0.0,0.2,0.0,-0.0092,0.0
-0.0,-11.135000000000002,0.0,0.2,0.0,-0.0092,0.0
-0.0,-10.73,0.0,0.2,0.0,-0.0092,0.0
-0.0,-7.664,0.0,0.2,0.0,-0.0092,0.0
-0.0,-7.415,0.0,0.2,0.0,-0.0092,0.0
-0.0,-7.48025,0.0,0.2,0.0,-0.0092,0.0
-0.0,-6.053282192,0.0,0.2,0.0,-0.008442128768,0.0
-0.0,-4.214298287,0.0,0.2,0.0,-0.008163193148,0.0
-0.0,-3.0127660955,0.0,0.2,0.0,-0.003471064382,0.0
-0.0,-1.647,0.0,0.2,0.0,-0.0,0.0
-0.0,-1.75725,0.0,0.2,0.0,-0.0,0.0
-0.0,-2.72103219125,0.0,0.2,0.0,-0.0039421287650000005,0.0
-0.0,-3.7415,0.0,0.2,0.0,-0.0092,0.0
-0.0,-4.15625,0.0,0.2,0.0,-0.0092,0.0
-0.0,-2.3,0.0,0.21106999999999995,-0.06149999999999976,-0.0092,0.0
-0.0,-2.3,0.0,0.3303424999999999,-0.6626249999999994,-0.0092,0.0
-0.0,-2.3,0.0,0.757415,-2.372625,-0.0092,0.0
-0.0,-1.7848888888888892,0.0,0.9,-0.7921388888888892,-0.0092,0.0
-0.0,-2.3,0.0,0.5208333333333334,1.7062499999999998,-0.0092,0.0
-0.0,-5.632249999999999,0.0,0.2,1.4437500000000003,-0.0092,0.0
-0.0,-8.135749999999998,0.0,0.2,0.0,-0.0092,0.0
-0.0,-6.782,0.0,0.2,0.0,-0.0092,0.0
-0.0,-7.000249999999999,0.0,0.2,0.0,-0.0092,0.0
-0.0,-8.357,0.0,0.2,0.0,-0.0092,0.0
-0.0,-10.656500000000001,0.0,0.2,0.0,-0.0092,0.0
-0.0,-12.079999999999998,0.0,0.2,0.0,-0.0092,0.0
-0.0,-9.755749999999999,0.0,0.2,0.0,-0.0092,0.0
-0.0,-9.527750000000001,0.0,0.2,0.0,-0.0092,0.0
-0.0,-8.003,0.0,0.2,0.0,-0.0092,0.0
-0.0,-6.05225,0.0,0.2,0.0,-0.0092,0.0
-0.0,-4.70778219125,0.0,0.2,0.0,-0.005442128765,0.0
-0.0,-4.5795482865,0.0,0.2,0.0,-0.0074131931460000005,0.0
-0.0,-2.46225,0.0,0.2,0.0,-0.003,0.0
-0.0,-2.5661410955,0.0,0.2,0.0,-0.003471064382,0.0
-0.0,-1.9781410954999998,0.0,0.2,0.0,-0.001971064382,0.0
-0.0,-1.62225,0.0,0.2,0.0,-0.0,0.0
-0.0,-3.872,0.0,0.2,0.0,-0.0092,0.0
-0.0,-3.0852499999999994,0.0,0.2,0.0,-0.0092,0.0
-0.0,-2.8265000000000002,0.0,0.2,0.0,-0.0092,0.0
-0.0,-2.921,0.0,0.2,0.0,-0.0092,0.0
-0.0,-2.3,0.0,0.21836000000000005,-0.10200000000000035,-0.0092,0.0
-0.0,-3.2516300000000005,0.0,0.2,0.08262000000000029,-0.0092,0.0
-0.0,-4.301749999999999,0.0,0.2,0.0,-0.0092,0.0
-0.0,-7.535,0.0,0.2,0.0,-0.0092,0.0
-0.0,-7.75325,0.0,0.2,0.0,-0.0092,0.0
-0.0,-9.33425,0.0,0.2,0.0,-0.0092,0.0
-0.0,-7.67375,0.0,0.2,0.0,-0.0092,0.0
-0.0,-6.9605,0.0,0.2,0.0,-0.0092,0.0
-0.0,-6.80375,0.0,0.2,0.0,-0.0092,0.0
-0.0,-9.473749999999999,0.0,0.2,0.0,-0.0092,0.0
-0.0,-10.99175,0.0,0.2,0.0,-0.0092,0.0
-0.0,-7.643,0.0,0.2,0.0,-0.0092,0.0
-0.0,-6.44975,0.0,0.2,0.0,-0.0092,0.0
-0.0,-6.08225,0.0,0.2,0.0,-0.0092,0.0
-0.0,-5.85275,0.0,0.2,0.0,-0.0092,0.0
-0.0,-4.0968910955,0.0,0.2,0.0,-0.003471064382,0.0
-0.0,-2.013375,0.0,0.2,0.0,-0.00075,0.0
-0.0,-1.9972500000000002,0.0,0.2,0.0,-0.0,0.0
-0.0,-1.5645,0.0,0.2,0.0,-0.0,0.0
-0.0,-1.695,0.0,0.2,0.0,-0.0,0.0
-0.0,-3.8862499999999995,0.0,0.2,0.0,-0.0092,0.0
-0.0,-2.3,0.0,0.21647,-0.09149999999999991,-0.0092,0.0
-0.0,-2.3,0.0,0.7567399999999999,-3.001499999999999,-0.0092,0.0
-0.0,2.1436111111111096,0.0,0.9,-0.7958888888888898,-0.0092,0.0
-0.0,1.4582499999999996,0.0,0.9,0.0,-0.0092,0.0
-0.0,0.6234999999999999,0.0,0.9,0.0,-0.0092,0.0
-0.0,-2.3,0.0,0.6514166666666668,1.1186249999999998,-0.0092,0.0
-0.0,-4.649750000000001,0.0,0.2,2.0313750000000006,-0.0092,0.0
-0.0,-6.468500000000001,0.0,0.2,0.0,-0.0092,0.0
-0.0,-6.70625,0.0,0.2,0.0,-0.0092,0.0
-0.0,-5.9795,0.0,0.2,0.0,-0.0092,0.0
-0.0,-7.34075,0.0,0.2,0.0,-0.0092,0.0
-0.0,-8.318,0.0,0.2,0.0,-0.0092,0.0
-0.0,-8.555,0.0,0.2,0.0,-0.0092,0.0
-0.0,-10.569500000000001,0.0,0.2,0.0,-0.0092,0.0
-0.0,-9.006499999999999,0.0,0.2,0.0,-0.0092,0.0
-0.0,-7.8447499999999994,0.0,0.2,0.0,-0.0092,0.0
-0.0,-6.3469999999999995,0.0,0.2,0.0,-0.0092,0.0
-0.0,-5.376032192,0.0,0.2,0.0,-0.008442128768,0.0
-0.0,-2.823,0.0,0.2,0.0,-0.00075,0.0
-0.0,-3.45603219125,0.0,0.2,0.0,-0.004692128764999999,0.0
-0.0,-1.5285,0.0,0.2,0.0,-0.0,0.0
-0.0,-1.71225,0.0,0.2,0.0,-0.0,0.0
-0.0,-1.58625,0.0,0.2,0.0,-0.0,0.0
-0.0,-3.9635,0.0,0.2,0.0,-0.0092,0.0
-0.0,-2.3,0.0,0.38009000000000004,-1.0005000000000002,-0.0092,0.0
-0.0,-2.3,0.0,0.6051350000000001,-1.2502500000000003,-0.0092,0.0
-0.0,0.20936111111111133,0.0,0.9,-1.6381388888888881,-0.0092,0.0
-0.0,3.3921249999999983,0.0,0.9,0.0,-0.0092,0.0
-0.0,2.7141249999999992,0.0,0.9,0.0,-0.0092,0.0
-0.0,1.5025,0.0,0.9,0.0,-0.0092,0.0
-0.0,-1.8462500000000004,0.0,0.9,0.0,-0.0092,0.0
-0.0,-2.421499999999999,0.0,0.2,3.15,-0.0092,0.0
-0.0,-8.51825,0.0,0.2,0.0,-0.0092,0.0
-0.0,-7.78175,0.0,0.2,0.0,-0.0092,0.0
-0.0,-8.483,0.0,0.2,0.0,-0.0092,0.0
-0.0,-9.45575,0.0,0.2,0.0,-0.0092,0.0
-0.0,-10.046,0.0,0.2,0.0,-0.0092,0.0
-0.0,-9.896374999999999,0.0,0.2,0.0,-0.0092,0.0
-0.0,-9.152375,0.0,0.2,0.0,-0.0092,0.0
-0.0,-6.458,0.0,0.2,0.0,-0.0092,0.0
-0.0,-6.9185,0.0,0.2,0.0,-0.0092,0.0
-0.0,-3.6075160955,0.0,0.2,0.0,-0.003471064382,0.0
-0.0,-2.8545,0.0,0.2,0.0,-0.003,0.0
-0.0,-2.6257660955,0.0,0.2,0.0,-0.003471064382,0.0
-0.0,-1.8345,0.0,0.2,0.0,-0.00075,0.0
-0.0,-1.65075,0.0,0.2,0.0,-0.0,0.0
-0.0,-3.0900321912499997,0.0,0.2,0.0,-0.005442128765,0.0
-0.0,-4.1240000000000006,0.0,0.2,0.0,-0.0092,0.0
-0.0,-3.3335,0.0,0.2,0.0,-0.0092,0.0
-0.0,-2.3,0.0,0.3144799999999999,-0.6359999999999996,-0.0092,0.0
-0.0,-2.3,0.0,0.6199849999999998,-1.6972499999999993,-0.0092,0.0
-0.0,-1.5036388888888905,0.0,0.9,-1.5556388888888901,-0.0092,0.0
-0.0,-0.46550000000000025,0.0,0.9,0.0,-0.0092,0.0
-0.0,-1.9189999999999996,0.0,0.9,0.0,-0.0092,0.0
-0.0,-2.3,0.0,0.541,1.6155,-0.0092,0.0
-0.0,-3.6222499999999993,0.0,0.2,1.5345000000000002,-0.0092,0.0
-0.0,-7.1187499999999995,0.0,0.2,0.0,-0.0092,0.0
-0.0,-7.1825,0.0,0.2,0.0,-0.0092,0.0
-0.0,-8.312,0.0,0.2,0.0,-0.0092,0.0
-0.0,-8.527249999999999,0.0,0.2,0.0,-0.0092,0.0
-0.0,-8.22125,0.0,0.2,0.0,-0.0092,0.0
-0.0,-9.1655,0.0,0.2,0.0,-0.0092,0.0
-0.0,-8.79875,0.0,0.2,0.0,-0.0092,0.0
-0.0,-6.7902499999999995,0.0,0.2,0.0,-0.0092,0.0
-0.0,-7.90325,0.0,0.2,0.0,-0.0092,0.0
-0.0,-5.5950160955,0.0,0.2,0.0,-0.007221064382,0.0
-0.0,-3.32553219125,0.0,0.2,0.0,-0.005442128765,0.0
-0.0,-1.965,0.0,0.2,0.0,-0.00075,0.0
-0.0,-1.767,0.0,0.2,0.0,-0.00075,0.0
-0.0,-1.503,0.0,0.2,0.0,-0.0,0.0
-0.0,-1.67475,0.0,0.2,0.0,-0.0,0.0
-0.0,-4.1705,0.0,0.2,0.0,-0.0092,0.0
-0.0,-2.49275,0.0,0.2,0.0,-0.0092,0.0
-0.0,-2.3,0.0,0.6888349999999999,-2.7157499999999994,-0.0092,0.0
-0.0,-0.03363888888888811,0.0,0.9,-1.1731388888888894,-0.0092,0.0
-0.0,1.8219999999999974,0.0,0.9,0.0,-0.0092,0.0
-0.0,-1.1135,0.0,0.9,0.0,-0.0092,0.0
-0.0,-4.789999999999998,0.0,0.2,3.15,-0.0092,0.0
-0.0,-8.85875,0.0,0.2,0.0,-0.0092,0.0
-0.0,-7.7705,0.0,0.2,0.0,-0.0092,0.0
-0.0,-6.62375,0.0,0.2,0.0,-0.0092,0.0
-0.0,-7.6594999999999995,0.0,0.2,0.0,-0.0092,0.0
-0.0,-7.814,0.0,0.2,0.0,-0.0092,0.0
-0.0,-7.4937499999999995,0.0,0.2,0.0,-0.0092,0.0
-0.0,-9.53375,0.0,0.2,0.0,-0.0092,0.0
-0.0,-8.97425,0.0,0.2,0.0,-0.0092,0.0
-0.0,-9.272749999999998,0.0,0.2,0.0,-0.0092,0.0
-0.0,-7.163749999999999,0.0,0.2,0.0,-0.0092,0.0
-0.0,-5.71025,0.0,0.2,0.0,-0.0092,0.0
-0.0,-5.3870000000000005,0.0,0.2,0.0,-0.0092,0.0
-0.0,-4.44575,0.0,0.2,0.0,-0.0092,0.0
-0.0,-1.8472500000000003,0.0,0.2,0.0,-0.0,0.0
-0.0,-2.02575,0.0,0.2,0.0,-0.00075,0.0
-0.0,-1.69425,0.0,0.2,0.0,-0.0,0.0
-0.0,-2.79940719125,0.0,0.2,0.0,-0.0039421287650000005,0.0
-0.0,-4.131875,0.0,0.2,0.0,-0.0092,0.0
-0.0,-3.10775,0.0,0.2,0.0,-0.0092,0.0
-0.0,-2.3,0.0,0.281135,-0.45075000000000026,-0.0092,0.0
-0.0,-2.3,0.0,0.512255,-1.2840000000000003,-0.0092,0.0
-0.0,-1.322138888888889,0.0,0.9,-2.154138888888889,-0.0092,0.0
-0.0,0.8425000000000007,0.0,0.9,0.0,-0.0092,0.0
-0.0,-1.8342499999999997,0.0,0.9,0.0,-0.0092,0.0
-0.0,-2.3,0.0,0.5631666666666668,1.5157499999999995,-0.0092,0.0
-0.0,-5.132,0.0,0.2,1.6342500000000004,-0.0092,0.0
-0.0,-6.52475,0.0,0.2,0.0,-0.0092,0.0
-0.0,-6.4167499999999995,0.0,0.2,0.0,-0.0092,0.0
-0.0,-6.56075,0.0,0.2,0.0,-0.0092,0.0
-0.0,-9.38825,0.0,0.2,0.0,-0.0092,0.0
-0.0,-10.22675,0.0,0.2,0.0,-0.0092,0.0
-0.0,-9.92675,0.0,0.2,0.0,-0.0092,0.0
-0.0,-8.78375,0.0,0.2,0.0,-0.0092,0.0
-0.0,-7.96625,0.0,0.2,0.0,-0.0092,0.0
-0.0,-7.89675,0.0,0.2,0.0,-0.009000000000000001,0.0
-0.0,-6.202249999999999,0.0,0.2,0.0,-0.0092,0.0
-0.0,-4.1497982865,0.0,0.2,0.0,-0.0074131931460000005,0.0
-0.0,-1.779,0.0,0.2,0.0,-0.0,0.0
-0.0,-2.2215,0.0,0.2,0.0,-0.0015,0.0
-0.0,-2.4112660955000003,0.0,0.2,0.0,-0.002721064382,0.0
-0.0,-2.6002660955,0.0,0.2,0.0,-0.001971064382,0.0
-0.0,-4.82675,0.0,0.2,0.0,-0.0092,0.0
-0.0,-2.537,0.0,0.2,0.0,-0.0092,0.0
-0.0,-2.3,0.0,0.41194999999999987,-1.177499999999999,-0.0092,0.0
-0.0,-1.5321388888888912,0.0,0.9,-2.7113888888888895,-0.0092,0.0
-0.0,1.663750000000002,0.0,0.9,0.0,-0.0092,0.0
-0.0,2.121999999999999,0.0,0.9,0.0,-0.0092,0.0
-0.0,-0.4955000000000003,0.0,0.9,0.0,-0.0092,0.0
-0.0,-2.3,0.0,0.40316666666666634,2.2357500000000012,-0.0092,0.0
-0.0,-4.301000000000001,0.0,0.2,0.9142499999999987,-0.0092,0.0
-0.0,-6.26825,0.0,0.2,0.0,-0.0092,0.0
-0.0,-7.9325,0.0,0.2,0.0,-0.0092,0.0
-0.0,-7.3534999999999995,0.0,0.2,0.0,-0.0092,0.0
-0.0,-7.7915,0.0,0.2,0.0,-0.0092,0.0
-0.0,-10.90925,0.0,0.2,0.0,-0.0092,0.0
-0.0,-10.515875000000001,0.0,0.2,0.0,-0.0092,0.0
-0.0,-8.280125,0.0,0.2,0.0,-0.0092,0.0
-0.0,-7.84175,0.0,0.2,0.0,-0.0092,0.0
-0.0,-6.2044999999999995,0.0,0.2,0.0,-0.0092,0.0
-0.0,-5.22753219125,0.0,0.2,0.0,-0.006942128765,0.0
-0.0,-4.64075,0.0,0.2,0.0,-0.0092,0.0
-0.0,-2.9835160954999997,0.0,0.2,0.0,-0.004221064382,0.0
-0.0,-1.67025,0.0,0.2,0.0,-0.0,0.0
-0.0,-1.85025,0.0,0.2,0.0,-0.0015,0.0
-0.0,-1.69275,0.0,0.2,0.0,-0.0,0.0
-0.0,-4.0085,0.0,0.2,0.0,-0.0092,0.0
-0.0,-2.3,0.0,0.35295499999999996,-0.8497499999999997,-0.0092,0.0
-0.0,-1.6476388888888893,0.0,0.9,-3.039138888888889,-0.0092,0.0
-0.0,0.9167500000000004,0.0,0.9,0.0,-0.0092,0.0
-0.0,1.7087500000000002,0.0,0.9,0.0,-0.0092,0.0
-0.0,0.7119999999999997,0.0,0.9,0.0,-0.0092,0.0
-0.0,-2.3,0.0,0.8801666666666662,0.08925000000000197,-0.0092,0.0
-0.0,-2.3,0.0,0.5286666666666665,1.5817499999999987,-0.0092,0.0
-0.0,-2.5497500000000013,0.0,0.2,1.4789999999999994,-0.0092,0.0
-0.0,-10.209499999999998,0.0,0.2,0.0,-0.0092,0.0
-0.0,-8.94725,0.0,0.2,0.0,-0.0092,0.0
-0.0,-7.3625,0.0,0.2,0.0,-0.0092,0.0
-0.0,-8.852,0.0,0.2,0.0,-0.0092,0.0
-0.0,-10.472000000000001,0.0,0.2,0.0,-0.0092,0.0
-0.0,-10.971499999999999,0.0,0.2,0.0,-0.0092,0.0
-0.0,-11.305250000000001,0.0,0.2,0.0,-0.0092,0.0
-0.0,-6.95225,0.0,0.2,0.0,-0.0092,0.0
-0.0,-6.31175,0.0,0.2,0.0,-0.0092,0.0
-0.0,-5.6735,0.0,0.2,0.0,-0.0092,0.0
-0.0,-2.5395,0.0,0.2,0.0,-0.00075,0.0
-0.0,-3.07278219125,0.0,0.2,0.0,-0.004692128764999999,0.0
-0.0,-2.3437660955,0.0,0.2,0.0,-0.001971064382,0.0
-0.0,-1.87125,0.0,0.2,0.0,-0.00075,0.0
-0.0,-2.2882660955,0.0,0.2,0.0,-0.001971064382,0.0
-0.0,-3.9087499999999995,0.0,0.2,0.0,-0.0092,0.0
-0.0,-3.320375,0.0,0.2,0.0,-0.0092,0.0
-0.0,-2.64875,0.0,0.2,0.0,-0.0092,0.0
-0.0,-3.7111250000000005,0.0,0.2,0.0,-0.0092,0.0
