demand_heat,heat_pump,district_heating_industry,district_heating
-48.66319315,9.2,39.463193149999995,-0.0
-58.79745067,9.2,49.59745067,-0.0
-50.0763863,9.2,40.87638630000001,-0.0
-54.76851506,9.2,45.568515059999996,-0.0
-52.98957944,9.2,43.78957944,-0.0
-43.41319315,9.2,34.213193149999995,-0.0
-41.44212877,9.2,32.242128769999994,-0.0
-61.71064382,9.2,52.51064382,-0.0
-72.5080945,9.2,63.308094499999996,-0.0
-35.44212877,9.2,26.242128769999997,-0.0
-12.66319315,9.2,3.4631931500000004,-0.0
-8.72106438,8.72106438,0.0,-0.0
-3.471064382,3.471064382,0.0,-0.0
-8.634257528,8.634257528,0.0,-0.0
0.0,0.0,0.0,-0.0
0.0,0.0,0.0,-0.0
-3.942128765,3.942128765,0.0,-0.0
-34.69212877,9.2,25.492128769999997,-0.0
-80.07638633,9.2,70.87638633,-0.0
-62.26851506,9.2,53.068515059999996,-0.0
-60.10532191,9.2,50.90532191,-0.0
-54.94212877,9.2,45.742128769999994,-0.0
-86.75809448,9.2,77.55809448,-0.0
-52.13425753,9.2,42.93425753,-0.0
-60.48957944,9.2,51.28957944,-0.0
-54.5763863,9.2,45.37638630000001,-0.0
-58.98957944,9.2,49.78957944,-0.0
-46.60532191,9.2,37.40532191,-0.0
-45.5763863,9.2,36.37638630000001,-0.0
-55.71064382,9.2,46.51064382,-0.0
-45.66319315,9.2,36.463193149999995,-0.0
-60.31596573,9.2,51.11596573,-0.0
-41.63425753,9.2,32.43425753,-0.0
-41.16319315,9.2,31.96319315,-0.0
-8.72106438,8.72106438,0.0,-0.0
-20.73957944,9.2,11.53957944,-0.0
